"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7","microRNA 8","microRNA 9","microRNA 10","microRNA 11"
"CAMTA2","0.139","0.755","0.329","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"CASP5","0.131","0.755","0.139","1","hsa-miR-6088","","","","","","","","","",""
"CCDC69","0.122","0.755","0.303","2","hsa-miR-575","hsa-miR-1343-3p","","","","","","","","",""
"CD1D","0.145","0.755","0.338","2","hsa-miR-4732-5p","hsa-miR-4419b","","","","","","","","",""
"CD276","0.145","0.755","0.338","2","hsa-miR-7110-5p","hsa-miR-92a-2-5p","","","","","","","","",""
"CD300LG","0.145","0.755","0.338","2","hsa-miR-575","hsa-miR-4419b","","","","","","","","",""
"CDCA4","0.123","0.755","0.480","4","hsa-miR-4648","hsa-miR-1238-5p","hsa-miR-92b-5p","hsa-miR-4481","","","","","","",""
"CXorf56","0.145","0.755","0.338","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"CYTIP","0.128","0.755","0.312","2","hsa-miR-125a-3p","hsa-miR-6131","","","","","","","","",""
"DCD","0.131","0.755","0.139","1","hsa-miR-4419b","","","","","","","","","",""
"DENND1B","0.131","0.755","0.139","1","hsa-miR-6869-5p","","","","","","","","","",""
"DLST","0.131","0.755","0.139","1","hsa-miR-92b-5p","","","","","","","","","",""
"DNAJC24","0.128","0.755","0.312","2","hsa-miR-4648","hsa-miR-1233-5p","","","","","","","","",""
"DSCR3","0.122","0.755","0.303","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"EEF1A2","0.131","0.755","0.139","1","hsa-miR-663a","","","","","","","","","",""
"EIF5AL1","0.135","0.755","0.498","4","hsa-miR-1238-5p","hsa-miR-4481","hsa-miR-3184-5p","hsa-miR-4675","","","","","","",""
"ERVV-1","0.131","0.755","0.139","1","hsa-miR-4787-3p","","","","","","","","","",""
"GET4","0.146","0.755","0.156","1","hsa-miR-4258","","","","","","","","","",""
"GLI2","0.122","0.755","0.303","2","hsa-miR-5572","hsa-miR-92a-2-5p","","","","","","","","",""
"GPRC5C","0.128","0.755","0.312","2","hsa-miR-4730","hsa-miR-1233-5p","","","","","","","","",""
"GRAP2","0.145","0.755","0.338","2","hsa-miR-1238-5p","hsa-miR-4481","","","","","","","","",""
"HAUS5","0.145","0.755","0.338","2","hsa-miR-92a-2-5p","hsa-miR-8073","","","","","","","","",""
"HSP90AB1","0.135","0.755","0.427","3","hsa-miR-1233-5p","hsa-miR-1238-5p","hsa-miR-4648","","","","","","","",""
"IER2","0.139","0.755","0.329","2","hsa-miR-4787-5p","hsa-miR-7110-5p","","","","","","","","",""
"IFITM3","0.122","0.755","0.303","2","hsa-miR-6784-5p","hsa-miR-8073","","","","","","","","",""
"IGF2BP2","0.146","0.755","0.156","1","hsa-miR-125a-3p","","","","","","","","","",""
"JARID2","0.143","0.755","0.439","3","hsa-miR-4276","hsa-miR-1343-3p","hsa-miR-8073","","","","","","","",""
"KIAA0895","0.133","0.755","0.320","2","hsa-miR-1238-5p","hsa-miR-4481","","","","","","","","",""
"KIFC3","0.131","0.755","0.139","1","hsa-miR-4258","","","","","","","","","",""
"KLC2","0.139","0.755","0.329","2","hsa-miR-1233-5p","hsa-miR-1343-3p","","","","","","","","",""
"KLK10","0.139","0.755","0.329","2","hsa-miR-1233-5p","hsa-miR-6088","","","","","","","","",""
"KNL1","0.128","0.755","0.312","2","hsa-miR-4419b","hsa-miR-6746-5p","","","","","","","","",""
"LYPLA2","0.139","0.755","0.329","2","hsa-miR-1238-5p","hsa-miR-4481","","","","","","","","",""
"MFSD4B","0.139","0.755","0.329","2","hsa-miR-4258","hsa-miR-1307-3p","","","","","","","","",""
"MMP17","0.139","0.755","0.329","2","hsa-miR-3184-5p","hsa-miR-6805-5p","","","","","","","","",""
"MRPS30","0.122","0.755","0.303","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"MTHFR","0.145","0.755","0.338","2","hsa-miR-92a-2-5p","hsa-miR-125a-3p","","","","","","","","",""
"NECTIN1","0.139","0.755","0.329","2","hsa-miR-3184-5p","hsa-miR-4706","","","","","","","","",""
"NFYA","0.133","0.755","0.320","2","hsa-miR-4419b","hsa-miR-3940-5p","","","","","","","","",""
"NUBPL","0.128","0.755","0.312","2","hsa-miR-6088","hsa-miR-6131","","","","","","","","",""
"NUP62","0.119","0.755","0.404","3","hsa-miR-125a-3p","hsa-miR-6131","hsa-miR-1203","","","","","","","",""
"OARD1","0.146","0.755","0.156","1","hsa-miR-4732-5p","","","","","","","","","",""
"OXA1L","0.133","0.755","0.320","2","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","","",""
"P2RX7","0.145","0.755","0.338","2","hsa-miR-6880-3p","hsa-miR-125a-3p","","","","","","","","",""
"PARP2","0.132","0.755","0.493","4","hsa-miR-6131","hsa-miR-6746-5p","hsa-miR-4419b","hsa-miR-1233-5p","","","","","","",""
"PGLS","0.146","0.755","0.156","1","hsa-miR-6088","","","","","","","","","",""
"PHACTR4","0.143","0.755","0.439","3","hsa-miR-4419b","hsa-miR-3180","hsa-miR-3184-5p","","","","","","","",""
"PHKB","0.131","0.755","0.139","1","hsa-miR-4258","","","","","","","","","",""
"PISD","0.131","0.755","0.421","3","hsa-miR-125a-3p","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","",""
"PLCD3","0.139","0.755","0.329","2","hsa-miR-4419b","hsa-miR-6088","","","","","","","","",""
"PLXNA2","0.122","0.755","0.303","2","hsa-miR-6131","hsa-miR-1343-3p","","","","","","","","",""
"PRELP","0.145","0.755","0.338","2","hsa-miR-6805-5p","hsa-miR-92a-2-5p","","","","","","","","",""
"PRIMA1","0.146","0.755","0.156","1","hsa-miR-4732-5p","","","","","","","","","",""
"PRR5-ARHGAP8","0.145","0.755","0.338","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"PRSS12","0.146","0.755","0.156","1","hsa-miR-1238-5p","","","","","","","","","",""
"PRSS8","0.139","0.755","0.329","2","hsa-miR-1203","hsa-miR-92a-2-5p","","","","","","","","",""
"PSMG1","0.145","0.755","0.338","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"PYROXD1","0.131","0.755","0.139","1","hsa-miR-4276","","","","","","","","","",""
"RAD18","0.133","0.755","0.320","2","hsa-miR-3184-5p","hsa-miR-8073","","","","","","","","",""
"RIMKLA","0.146","0.755","0.156","1","hsa-miR-8073","","","","","","","","","",""
"RIN3","0.131","0.755","0.139","1","hsa-miR-3184-5p","","","","","","","","","",""
"RNF222","0.133","0.755","0.320","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"RPH3AL","0.143","0.755","0.439","3","hsa-miR-6746-5p","hsa-miR-4419b","hsa-miR-5572","","","","","","","",""
"SCAMP3","0.139","0.755","0.329","2","hsa-miR-3940-5p","hsa-miR-3180","","","","","","","","",""
"SENP8","0.128","0.755","0.312","2","hsa-miR-6869-5p","hsa-miR-1343-3p","","","","","","","","",""
"SEPT9","0.133","0.755","0.320","2","hsa-miR-128-1-5p","hsa-miR-3184-5p","","","","","","","","",""
"SF3B1","0.122","0.755","0.303","2","hsa-miR-4532","hsa-miR-1307-3p","","","","","","","","",""
"SH3RF2","0.133","0.755","0.320","2","hsa-miR-4419b","hsa-miR-6746-5p","","","","","","","","",""
"SHROOM4","0.122","0.755","0.303","2","hsa-miR-575","hsa-miR-1343-3p","","","","","","","","",""
"SLC25A16","0.123","0.755","0.410","3","hsa-miR-4258","hsa-miR-6131","hsa-miR-6088","","","","","","","",""
"SLC36A2","0.122","0.755","0.303","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"SLC41A2","0.122","0.755","0.303","2","hsa-miR-4419b","hsa-miR-6746-5p","","","","","","","","",""
"SNX22","0.145","0.755","0.338","2","hsa-miR-1307-3p","hsa-miR-4787-5p","","","","","","","","",""
"SOX12","0.145","0.755","0.338","2","hsa-miR-3184-5p","hsa-miR-6805-5p","","","","","","","","",""
"SPART","0.139","0.755","0.329","2","hsa-miR-4276","hsa-miR-92a-2-5p","","","","","","","","",""
"TAS2R5","0.128","0.755","0.312","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"TESPA1","0.133","0.755","0.320","2","hsa-miR-4675","hsa-miR-92a-2-5p","","","","","","","","",""
"TFAP4","0.143","0.755","0.439","3","hsa-miR-1233-5p","hsa-miR-7110-5p","hsa-miR-92a-2-5p","","","","","","","",""
"TGFA","0.139","0.755","0.329","2","hsa-miR-4706","hsa-miR-4734","","","","","","","","",""
"THAP8","0.146","0.755","0.156","1","hsa-miR-92b-5p","","","","","","","","","",""
"THRA","0.123","0.755","0.410","3","hsa-miR-6869-5p","hsa-miR-4675","hsa-miR-6805-5p","","","","","","","",""
"TNFSF4","0.146","0.755","0.156","1","hsa-miR-6869-5p","","","","","","","","","",""
"TRIM59","0.133","0.755","0.320","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"TRIM65","0.135","0.755","0.498","4","hsa-miR-1233-5p","hsa-miR-1343-3p","hsa-miR-4419b","hsa-miR-6131","","","","","","",""
"TXNDC16","0.126","0.755","0.485","4","hsa-miR-125a-3p","hsa-miR-4532","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","",""
"UGGT1","0.139","0.755","0.502","4","hsa-miR-4419b","hsa-miR-1343-3p","hsa-miR-1307-3p","hsa-miR-4532","","","","","","",""
"USP44","0.131","0.755","0.139","1","hsa-miR-5572","","","","","","","","","",""
"WARS","0.145","0.755","0.338","2","hsa-miR-4675","hsa-miR-6805-5p","","","","","","","","",""
"WNT3A","0.131","0.755","0.139","1","hsa-miR-128-1-5p","","","","","","","","","",""
"ZBTB43","0.127","0.755","0.416","3","hsa-miR-6131","hsa-miR-125a-3p","hsa-miR-1307-3p","","","","","","","",""
"ZC3H12A","0.131","0.755","0.139","1","hsa-miR-575","","","","","","","","","",""
"ZDHHC6","0.128","0.755","0.312","2","hsa-miR-8073","hsa-miR-125a-3p","","","","","","","","",""
"ZNF321P","0.139","0.755","0.329","2","hsa-miR-125a-3p","hsa-miR-4258","","","","","","","","",""
"ZNF329","0.143","0.755","0.439","3","hsa-miR-575","hsa-miR-1228-5p","hsa-miR-4419b","","","","","","","",""
"ZNF345","0.146","0.755","0.156","1","hsa-miR-8073","","","","","","","","","",""
"ZNF419","0.128","0.755","0.312","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"ZNF724","0.123","0.755","0.410","3","hsa-miR-125a-3p","hsa-miR-6131","hsa-miR-4732-5p","","","","","","","",""
"ZNF737","0.131","0.755","0.139","1","hsa-miR-125a-3p","","","","","","","","","",""
"ZRANB3","0.146","0.755","0.156","1","hsa-miR-575","","","","","","","","","",""
"NSD1","0.147","0.757","0.444","3","hsa-miR-1238-5p","hsa-miR-4481","hsa-miR-3184-5p","","","","","","","",""
"PRICKLE1","0.147","0.757","0.444","3","hsa-miR-1233-5p","hsa-miR-4648","hsa-miR-92b-5p","","","","","","","",""
"RAB1B","0.147","0.757","0.444","3","hsa-miR-1233-5p","hsa-miR-4648","hsa-miR-7110-5p","","","","","","","",""
"ARSA","0.151","0.766","0.346","2","hsa-miR-4419b","hsa-miR-1307-3p","","","","","","","","",""
"C12orf49","0.151","0.766","0.519","4","hsa-miR-6131","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4706","","","","","","",""
"CASTOR2","0.151","0.766","0.568","5","hsa-miR-4258","hsa-miR-4687-5p","hsa-miR-125a-3p","hsa-miR-6784-5p","hsa-miR-4419b","","","","","",""
"ERBB3","0.151","0.766","0.346","2","hsa-miR-4732-5p","hsa-miR-7110-5p","","","","","","","","",""
"FBXL19","0.151","0.766","0.346","2","hsa-miR-4687-5p","hsa-miR-7110-5p","","","","","","","","",""
"IVD","0.151","0.766","0.346","2","hsa-miR-125a-3p","hsa-miR-6131","","","","","","","","",""
"PGAM1","0.151","0.766","0.450","3","hsa-miR-1233-5p","hsa-miR-1343-3p","hsa-miR-3184-5p","","","","","","","",""
"RNF185","0.151","0.766","0.346","2","hsa-miR-6805-5p","hsa-miR-92a-2-5p","","","","","","","","",""
"SKI","0.151","0.766","0.606","6","hsa-miR-125a-3p","hsa-miR-3180","hsa-miR-128-1-5p","hsa-miR-663a","hsa-miR-6787-5p","hsa-miR-4675","","","","",""
"SNX11","0.151","0.766","0.346","2","hsa-miR-4481","hsa-miR-575","","","","","","","","",""
"TMEM132B","0.151","0.766","0.346","2","hsa-miR-6131","hsa-miR-125a-3p","","","","","","","","",""
"ZNF486","0.151","0.766","0.346","2","hsa-miR-1343-3p","hsa-miR-8073","","","","","","","","",""
"ANKRD13B","0.164","0.768","0.364","2","hsa-miR-92a-2-5p","hsa-miR-3184-5p","","","","","","","","",""
"ARPC2","0.164","0.768","0.364","2","hsa-miR-125a-3p","hsa-miR-6131","","","","","","","","",""
"BCL2L11","0.158","0.768","0.528","4","hsa-miR-92a-2-5p","hsa-miR-1233-5p","hsa-miR-4481","hsa-miR-92b-5p","","","","","","",""
"BCL2L14","0.161","0.768","0.173","1","hsa-miR-8069","","","","","","","","","",""
"C1orf61","0.161","0.768","0.173","1","hsa-miR-6088","","","","","","","","","",""
"CCDC149","0.157","0.768","0.355","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"CERS1","0.164","0.768","0.364","2","hsa-miR-6784-5p","hsa-miR-1343-3p","","","","","","","","",""
"DUSP18","0.163","0.768","0.467","3","hsa-miR-6857-5p","hsa-miR-4258","hsa-miR-6131","","","","","","","",""
"EEPD1","0.161","0.768","0.173","1","hsa-miR-1343-3p","","","","","","","","","",""
"EXT1","0.164","0.768","0.364","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"GPS1","0.164","0.768","0.364","2","hsa-miR-7110-5p","hsa-miR-92a-2-5p","","","","","","","","",""
"GSTCD","0.164","0.768","0.364","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"GSTK1","0.161","0.768","0.173","1","hsa-miR-8069","","","","","","","","","",""
"GXYLT2","0.161","0.768","0.532","4","hsa-miR-92a-2-5p","hsa-miR-7110-5p","hsa-miR-4532","hsa-miR-4419b","","","","","","",""
"HIST1H1T","0.161","0.768","0.173","1","hsa-miR-3940-5p","","","","","","","","","",""
"HMCN1","0.161","0.768","0.173","1","hsa-miR-6805-5p","","","","","","","","","",""
"ING1","0.157","0.768","0.355","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"KCNIP2","0.161","0.768","0.173","1","hsa-miR-575","","","","","","","","","",""
"LAT2","0.164","0.768","0.364","2","hsa-miR-4648","hsa-miR-6857-5p","","","","","","","","",""
"LAYN","0.161","0.768","0.173","1","hsa-miR-4732-5p","","","","","","","","","",""
"MLN","0.161","0.768","0.173","1","hsa-miR-3184-5p","","","","","","","","","",""
"NPAS1","0.161","0.768","0.173","1","hsa-miR-1203","","","","","","","","","",""
"NPHP3","0.157","0.768","0.355","2","hsa-miR-6131","hsa-miR-8073","","","","","","","","",""
"PAQR7","0.157","0.768","0.355","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"PLA2G4A","0.157","0.768","0.355","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"PPTC7","0.163","0.768","0.467","3","hsa-miR-4706","hsa-miR-4258","hsa-miR-1228-5p","","","","","","","",""
"PRR12","0.164","0.768","0.364","2","hsa-miR-1233-5p","hsa-miR-6805-5p","","","","","","","","",""
"PTCH2","0.161","0.768","0.173","1","hsa-miR-4787-3p","","","","","","","","","",""
"RGS12","0.161","0.768","0.173","1","hsa-miR-4532","","","","","","","","","",""
"RPRD1A","0.161","0.768","0.173","1","hsa-miR-6869-5p","","","","","","","","","",""
"SEPT8","0.164","0.768","0.364","2","hsa-miR-3184-5p","hsa-miR-4258","","","","","","","","",""
"SHANK2","0.161","0.768","0.173","1","hsa-miR-1307-3p","","","","","","","","","",""
"SLC30A9","0.161","0.768","0.173","1","hsa-miR-6088","","","","","","","","","",""
"TRIM41","0.161","0.768","0.173","1","hsa-miR-3184-5p","","","","","","","","","",""
"TRIP10","0.164","0.768","0.364","2","hsa-miR-1343-3p","hsa-miR-1203","","","","","","","","",""
"TSPAN14","0.159","0.768","0.462","3","hsa-miR-1238-5p","hsa-miR-1307-3p","hsa-miR-1343-3p","","","","","","","",""
"TUBD1","0.163","0.768","0.467","3","hsa-miR-1343-3p","hsa-miR-1307-3p","hsa-miR-4258","","","","","","","",""
"UBA5","0.161","0.768","0.173","1","hsa-miR-6131","","","","","","","","","",""
"UNC5B","0.155","0.768","0.456","3","hsa-miR-6857-5p","hsa-miR-7110-5p","hsa-miR-8073","","","","","","","",""
"WDR31","0.157","0.768","0.355","2","hsa-miR-125a-3p","hsa-miR-1307-3p","","","","","","","","",""
"WDR5B","0.157","0.768","0.355","2","hsa-miR-125a-3p","hsa-miR-6131","","","","","","","","",""
"WNT10B","0.161","0.768","0.173","1","hsa-miR-5572","","","","","","","","","",""
"XBP1","0.161","0.768","0.173","1","hsa-miR-125a-3p","","","","","","","","","",""
"YKT6","0.157","0.768","0.355","2","hsa-miR-6802-5p","hsa-miR-92a-2-5p","","","","","","","","",""
"ZC3H11A","0.164","0.768","0.364","2","hsa-miR-1238-5p","hsa-miR-4481","","","","","","","","",""
"ZNF33A","0.164","0.768","0.364","2","hsa-miR-4730","hsa-miR-4419b","","","","","","","","",""
"ZNF573","0.155","0.768","0.524","4","hsa-miR-6131","hsa-miR-4258","hsa-miR-6088","hsa-miR-4532","","","","","","",""
"AAR2","0.420","0.773","0.537","1","hsa-miR-4276","","","","","","","","","",""
"AASDHPPT","0.272","0.773","0.511","2","hsa-miR-8073","hsa-miR-8069","","","","","","","","",""
"ABAT","0.204","0.773","0.225","1","hsa-miR-6088","","","","","","","","","",""
"ABCB5","0.399","0.773","0.502","1","hsa-miR-1307-3p","","","","","","","","","",""
"ABCF1","0.431","0.773","0.727","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"ABHD14B","0.355","0.773","0.433","1","hsa-miR-575","","","","","","","","","",""
"ABHD15","0.287","0.773","0.623","3","hsa-miR-6746-5p","hsa-miR-4419b","hsa-miR-125a-3p","","","","","","","",""
"ABHD18","0.437","0.773","0.736","2","hsa-miR-125a-3p","hsa-miR-6131","","","","","","","","",""
"ABHD5","0.220","0.773","0.442","2","hsa-miR-4732-5p","hsa-miR-575","","","","","","","","",""
"ACBD7","0.240","0.773","0.467","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"ACIN1","0.366","0.773","0.450","1","hsa-miR-128-1-5p","","","","","","","","","",""
"ACPP","0.377","0.773","0.467","1","hsa-miR-7110-5p","","","","","","","","","",""
"ADAMTS14","0.283","0.773","0.329","1","hsa-miR-3184-5p","","","","","","","","","",""
"ADCYAP1","0.355","0.773","0.433","1","hsa-miR-8073","","","","","","","","","",""
"ADGRL1","0.212","0.773","0.531","3","hsa-miR-1233-5p","hsa-miR-4675","hsa-miR-92a-2-5p","","","","","","","",""
"AGAP1","0.381","0.773","0.658","2","hsa-miR-1233-5p","hsa-miR-6088","","","","","","","","",""
"AJAP1","0.305","0.773","0.554","2","hsa-miR-3184-5p","hsa-miR-4687-5p","","","","","","","","",""
"AK2","0.292","0.773","0.537","2","hsa-miR-3184-5p","hsa-miR-125a-3p","","","","","","","","",""
"AKAP17A","0.377","0.773","0.467","1","hsa-miR-4276","","","","","","","","","",""
"AKAP6","0.366","0.773","0.450","1","hsa-miR-4419b","","","","","","","","","",""
"AKT2","0.420","0.773","0.537","1","hsa-miR-92b-5p","","","","","","","","","",""
"ALDOC","0.283","0.773","0.329","1","hsa-miR-3184-5p","","","","","","","","","",""
"ALG1","0.369","0.773","0.641","2","hsa-miR-4732-5p","hsa-miR-1343-3p","","","","","","","","",""
"ALG10B","0.394","0.773","0.675","2","hsa-miR-4419b","hsa-miR-6746-5p","","","","","","","","",""
"ALKBH5","0.324","0.773","0.580","2","hsa-miR-4732-5p","hsa-miR-125a-3p","","","","","","","","",""
"AMH","0.271","0.773","0.312","1","hsa-miR-3180","","","","","","","","","",""
"ANG","0.182","0.773","0.390","2","hsa-miR-1238-5p","hsa-miR-4481","","","","","","","","",""
"ANKRD42","0.201","0.773","0.416","2","hsa-miR-3184-5p","hsa-miR-4276","","","","","","","","",""
"ANKRD52","0.196","0.773","0.576","4","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-1233-5p","hsa-miR-3184-5p","","","","","","",""
"ANKS4B","0.369","0.773","0.641","2","hsa-miR-3940-5p","hsa-miR-6088","","","","","","","","",""
"ANO7","0.283","0.773","0.329","1","hsa-miR-1343-3p","","","","","","","","","",""
"ANXA11","0.399","0.773","0.502","1","hsa-miR-4675","","","","","","","","","",""
"AP1B1","0.344","0.773","0.416","1","hsa-miR-92a-2-5p","","","","","","","","","",""
"APAF1","0.240","0.773","0.467","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"APC","0.271","0.773","0.312","1","hsa-miR-663a","","","","","","","","","",""
"APEX1","0.233","0.773","0.459","2","hsa-miR-6805-5p","hsa-miR-3184-5p","","","","","","","","",""
"APH1A","0.195","0.773","0.407","2","hsa-miR-6857-5p","hsa-miR-92a-2-5p","","","","","","","","",""
"API5","0.283","0.773","0.329","1","hsa-miR-575","","","","","","","","","",""
"APOA1","0.320","0.773","0.381","1","hsa-miR-6869-5p","","","","","","","","","",""
"APOB","0.175","0.773","0.190","1","hsa-miR-6869-5p","","","","","","","","","",""
"APOBEC3A","0.320","0.773","0.381","1","hsa-miR-1307-3p","","","","","","","","","",""
"APOL4","0.296","0.773","0.346","1","hsa-miR-5572","","","","","","","","","",""
"APOL6","0.175","0.773","0.550","4","hsa-miR-6746-5p","hsa-miR-4419b","hsa-miR-5572","hsa-miR-6088","","","","","","",""
"ARF6","0.305","0.773","0.554","2","hsa-miR-4258","hsa-miR-8069","","","","","","","","",""
"ARFGEF1","0.377","0.773","0.467","1","hsa-miR-125a-3p","","","","","","","","","",""
"ARHGAP18","0.182","0.773","0.390","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"ARHGAP42","0.320","0.773","0.381","1","hsa-miR-6131","","","","","","","","","",""
"ARHGEF2","0.430","0.773","0.554","1","hsa-miR-3184-5p","","","","","","","","","",""
"ARHGEF37","0.175","0.773","0.190","1","hsa-miR-6880-3p","","","","","","","","","",""
"ARHGEF39","0.318","0.773","0.571","2","hsa-miR-125a-3p","hsa-miR-1307-3p","","","","","","","","",""
"ARL4C","0.350","0.773","0.615","2","hsa-miR-7110-5p","hsa-miR-92a-2-5p","","","","","","","","",""
"ARPC1B","0.440","0.773","0.571","1","hsa-miR-5572","","","","","","","","","",""
"AS3MT","0.412","0.773","0.701","2","hsa-miR-1343-3p","hsa-miR-6746-5p","","","","","","","","",""
"ASNA1","0.170","0.773","0.372","2","hsa-miR-7110-5p","hsa-miR-92a-2-5p","","","","","","","","",""
"ATAD5","0.220","0.773","0.442","2","hsa-miR-1233-5p","hsa-miR-575","","","","","","","","",""
"ATG7","0.399","0.773","0.502","1","hsa-miR-4687-5p","","","","","","","","","",""
"ATG9A","0.221","0.773","0.543","3","hsa-miR-4734","hsa-miR-3184-5p","hsa-miR-4648","","","","","","","",""
"ATM","0.388","0.773","0.667","2","hsa-miR-4419b","hsa-miR-6746-5p","","","","","","","","",""
"ATP11C","0.189","0.773","0.208","1","hsa-miR-4419b","","","","","","","","","",""
"ATP1B4","0.356","0.773","0.623","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"ATP5A1","0.437","0.773","0.736","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"ATP6V0D2","0.217","0.773","0.242","1","hsa-miR-6746-5p","","","","","","","","","",""
"ATP6V1E1","0.440","0.773","0.571","1","hsa-miR-3184-5p","","","","","","","","","",""
"ATP8B3","0.377","0.773","0.467","1","hsa-miR-4276","","","","","","","","","",""
"B3GALNT2","0.331","0.773","0.589","2","hsa-miR-92a-2-5p","hsa-miR-92b-5p","","","","","","","","",""
"B3GNT7","0.231","0.773","0.260","1","hsa-miR-4687-5p","","","","","","","","","",""
"B4GALNT4","0.244","0.773","0.277","1","hsa-miR-3184-5p","","","","","","","","","",""
"BAG1","0.189","0.773","0.208","1","hsa-miR-1343-3p","","","","","","","","","",""
"BANP","0.244","0.773","0.277","1","hsa-miR-3184-5p","","","","","","","","","",""
"BAP1","0.440","0.773","0.571","1","hsa-miR-128-1-5p","","","","","","","","","",""
"BARX2","0.258","0.773","0.294","1","hsa-miR-4675","","","","","","","","","",""
"BAZ2A","0.282","0.773","0.618","3","hsa-miR-6805-5p","hsa-miR-4783-3p","hsa-miR-4419b","","","","","","","",""
"BCL11A","0.258","0.773","0.294","1","hsa-miR-6857-5p","","","","","","","","","",""
"BCL2L1","0.275","0.773","0.667","4","hsa-miR-575","hsa-miR-1233-5p","hsa-miR-4532","hsa-miR-7110-5p","","","","","","",""
"BCL2L12","0.220","0.773","0.442","2","hsa-miR-1238-5p","hsa-miR-4481","","","","","","","","",""
"BCL7B","0.233","0.773","0.459","2","hsa-miR-4675","hsa-miR-92b-5p","","","","","","","","",""
"BCL9L","0.412","0.773","0.701","2","hsa-miR-4419b","hsa-miR-3180","","","","","","","","",""
"BHMT2","0.324","0.773","0.580","2","hsa-miR-3180","hsa-miR-4258","","","","","","","","",""
"BICRA","0.231","0.773","0.260","1","hsa-miR-92b-5p","","","","","","","","","",""
"BPNT1","0.337","0.773","0.597","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"BRCA1","0.366","0.773","0.450","1","hsa-miR-125a-3p","","","","","","","","","",""
"BRIP1","0.399","0.773","0.502","1","hsa-miR-4419b","","","","","","","","","",""
"BRMS1","0.217","0.773","0.242","1","hsa-miR-8073","","","","","","","","","",""
"BROX","0.298","0.773","0.545","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"BRSK1","0.217","0.773","0.242","1","hsa-miR-3184-5p","","","","","","","","","",""
"BTF3L4","0.200","0.773","0.580","4","hsa-miR-125a-3p","hsa-miR-1343-3p","hsa-miR-6088","hsa-miR-4706","","","","","","",""
"BTLA","0.356","0.773","0.623","2","hsa-miR-4419b","hsa-miR-6746-5p","","","","","","","","",""
"C10orf71","0.366","0.773","0.450","1","hsa-miR-1238-5p","","","","","","","","","",""
"C10orf76","0.394","0.773","0.675","2","hsa-miR-7110-5p","hsa-miR-4419b","","","","","","","","",""
"C11orf84","0.285","0.773","0.528","2","hsa-miR-1307-3p","hsa-miR-4419b","","","","","","","","",""
"C14orf144","0.283","0.773","0.329","1","hsa-miR-125a-3p","","","","","","","","","",""
"C15orf52","0.298","0.773","0.545","2","hsa-miR-4419b","hsa-miR-575","","","","","","","","",""
"C16orf45","0.366","0.773","0.450","1","hsa-miR-1307-3p","","","","","","","","","",""
"C1D","0.266","0.773","0.502","2","hsa-miR-4258","hsa-miR-4706","","","","","","","","",""
"C1orf158","0.283","0.773","0.329","1","hsa-miR-1343-3p","","","","","","","","","",""
"C1orf174","0.420","0.773","0.537","1","hsa-miR-4419b","","","","","","","","","",""
"C20orf27","0.332","0.773","0.398","1","hsa-miR-3184-5p","","","","","","","","","",""
"C21orf58","0.388","0.773","0.485","1","hsa-miR-8073","","","","","","","","","",""
"C2orf72","0.410","0.773","0.519","1","hsa-miR-125a-3p","","","","","","","","","",""
"C2orf82","0.296","0.773","0.346","1","hsa-miR-6746-5p","","","","","","","","","",""
