"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7","microRNA 8","microRNA 9","microRNA 10","microRNA 11"
"ESS2","0.593","0.803","0.883","1","hsa-miR-4687-5p","","","","","","","","","",""
"FAM241A","0.589","0.803","1.00","3","hsa-miR-6869-5p","hsa-miR-92b-5p","hsa-miR-6088","","","","","","","",""
"GINM1","0.590","0.803","0.978","2","hsa-miR-1307-3p","hsa-miR-8073","","","","","","","","",""
"HAVCR1","0.593","0.803","0.883","1","hsa-miR-6746-5p","","","","","","","","","",""
"INIP","0.593","0.803","0.883","1","hsa-miR-8069","","","","","","","","","",""
"IYD","0.593","0.803","0.883","1","hsa-miR-6131","","","","","","","","","",""
"MCM7","0.593","0.803","0.883","1","hsa-miR-3184-5p","","","","","","","","","",""
"MIGA1","0.593","0.803","0.883","1","hsa-miR-4532","","","","","","","","","",""
"NGFR","0.593","0.803","0.883","1","hsa-miR-7110-5p","","","","","","","","","",""
"PIGG","0.593","0.803","0.883","1","hsa-miR-125a-3p","","","","","","","","","",""
"PITPNA","0.593","0.803","0.883","1","hsa-miR-1233-5p","","","","","","","","","",""
"SLC1A5","0.589","0.803","1.00","3","hsa-miR-3940-5p","hsa-miR-1307-3p","hsa-miR-125a-3p","","","","","","","",""
"SLC38A7","0.590","0.803","0.978","2","hsa-miR-92a-2-5p","hsa-miR-4419b","","","","","","","","",""
"SRPRA","0.593","0.803","0.883","1","hsa-miR-5572","","","","","","","","","",""
"TGFBR1","0.593","0.803","0.883","1","hsa-miR-1343-3p","","","","","","","","","",""
"UBE2D4","0.593","0.803","0.883","1","hsa-miR-1228-5p","","","","","","","","","",""
"DCTN6","0.595","0.803","0.987","2","hsa-miR-6088","hsa-miR-4419b","","","","","","","","",""
"LUZP1","0.595","0.803","0.987","2","hsa-miR-6857-5p","hsa-miR-92a-2-5p","","","","","","","","",""
"RDH11","0.595","0.803","0.987","2","hsa-miR-92a-2-5p","hsa-miR-6131","","","","","","","","",""
"WASF2","0.595","0.803","0.987","2","hsa-miR-3184-5p","hsa-miR-1307-3p","","","","","","","","",""
"ZNF101","0.595","0.803","0.987","2","hsa-miR-1307-3p","hsa-miR-4419b","","","","","","","","",""
"ZNF584","0.595","0.803","0.987","2","hsa-miR-4419b","hsa-miR-575","","","","","","","","",""
"ABCC6","0.600","0.804","0.900","1","hsa-miR-92a-2-5p","","","","","","","","","",""
"ACOT2","0.600","0.804","0.900","1","hsa-miR-4419b","","","","","","","","","",""
"CDK1","0.600","0.804","0.900","1","hsa-miR-663a","","","","","","","","","",""
"CMPK1","0.600","0.804","0.900","1","hsa-miR-6088","","","","","","","","","",""
"DGKE","0.600","0.804","0.900","1","hsa-miR-4258","","","","","","","","","",""
"DGKH","0.600","0.804","0.900","1","hsa-miR-575","","","","","","","","","",""
"DLGAP3","0.600","0.804","0.900","1","hsa-miR-92a-2-5p","","","","","","","","","",""
"FZD6","0.600","0.804","0.996","2","hsa-miR-4276","hsa-miR-6869-5p","","","","","","","","",""
"GRIN2A","0.600","0.804","0.900","1","hsa-miR-125a-3p","","","","","","","","","",""
"HIST1H3B","0.600","0.804","0.900","1","hsa-miR-3940-5p","","","","","","","","","",""
"KLHL7","0.600","0.804","0.900","1","hsa-miR-1307-3p","","","","","","","","","",""
"LIMK1","0.600","0.804","0.900","1","hsa-miR-1233-5p","","","","","","","","","",""
"LYN","0.600","0.804","0.900","1","hsa-miR-6805-5p","","","","","","","","","",""
"RAB36","0.600","0.804","0.900","1","hsa-miR-4419b","","","","","","","","","",""
"SCRG1","0.600","0.804","0.900","1","hsa-miR-1343-3p","","","","","","","","","",""
"SLC25A12","0.600","0.804","0.900","1","hsa-miR-4687-5p","","","","","","","","","",""
"TMEM170B","0.600","0.804","0.900","1","hsa-miR-6746-5p","","","","","","","","","",""
"TRAPPC2","0.600","0.804","0.996","2","hsa-miR-8073","hsa-miR-4419b","","","","","","","","",""
"ZNF878","0.600","0.804","0.996","2","hsa-miR-8073","hsa-miR-6088","","","","","","","","",""
"ABHD2","0.605","0.805","1.00","2","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","","",""
"AGO2","0.607","0.805","1.04","5","hsa-miR-125a-3p","hsa-miR-3940-5p","hsa-miR-92a-2-5p","hsa-miR-1343-3p","hsa-miR-92b-5p","","","","","",""
"BDP1","0.607","0.805","0.918","1","hsa-miR-1343-3p","","","","","","","","","",""
"BTBD19","0.607","0.805","0.918","1","hsa-miR-4419b","","","","","","","","","",""
"DPY19L1","0.607","0.805","0.918","1","hsa-miR-128-1-5p","","","","","","","","","",""
"DUSP4","0.607","0.805","0.918","1","hsa-miR-1233-5p","","","","","","","","","",""
"G6PC","0.607","0.805","0.918","1","hsa-miR-1307-3p","","","","","","","","","",""
"GEMIN6","0.607","0.805","0.918","1","hsa-miR-4532","","","","","","","","","",""
"ITGB1","0.607","0.805","0.918","1","hsa-miR-8073","","","","","","","","","",""
"KIAA0754","0.607","0.805","0.918","1","hsa-miR-8073","","","","","","","","","",""
"LIN52","0.607","0.805","0.918","1","hsa-miR-6131","","","","","","","","","",""
"LUC7L2","0.607","0.805","0.918","1","hsa-miR-1307-3p","","","","","","","","","",""
"MFSD8","0.607","0.805","0.918","1","hsa-miR-4732-5p","","","","","","","","","",""
"NCEH1","0.607","0.805","0.918","1","hsa-miR-3184-5p","","","","","","","","","",""
"PLCXD1","0.607","0.805","0.918","1","hsa-miR-6746-5p","","","","","","","","","",""
"PPARA","0.607","0.805","0.918","1","hsa-miR-1233-5p","","","","","","","","","",""
"PTPN14","0.605","0.805","1.00","2","hsa-miR-6857-5p","hsa-miR-3940-5p","","","","","","","","",""
"RAB33B","0.607","0.805","0.918","1","hsa-miR-6088","","","","","","","","","",""
"SMIM15","0.607","0.805","0.918","1","hsa-miR-1343-3p","","","","","","","","","",""
"THRB","0.607","0.805","0.918","1","hsa-miR-1238-5p","","","","","","","","","",""
"TSPAN3","0.607","0.805","0.918","1","hsa-miR-6802-5p","","","","","","","","","",""
"ZNF28","0.607","0.805","0.918","1","hsa-miR-6746-5p","","","","","","","","","",""
"ZNF555","0.607","0.805","0.918","1","hsa-miR-4419b","","","","","","","","","",""
"C16orf58","0.610","0.805","1.01","2","hsa-miR-7110-5p","hsa-miR-1233-5p","","","","","","","","",""
"C16orf72","0.614","0.805","0.935","1","hsa-miR-92a-2-5p","","","","","","","","","",""
"C2orf48","0.614","0.805","0.935","1","hsa-miR-4419b","","","","","","","","","",""
"CD209","0.614","0.805","0.935","1","hsa-miR-4419b","","","","","","","","","",""
"CIAO1","0.614","0.805","0.935","1","hsa-miR-1307-3p","","","","","","","","","",""
"CLIC5","0.614","0.805","0.935","1","hsa-miR-8073","","","","","","","","","",""
"DPYSL2","0.614","0.805","0.935","1","hsa-miR-125a-3p","","","","","","","","","",""
"DYRK2","0.614","0.805","1.02","2","hsa-miR-6869-5p","hsa-miR-92a-2-5p","","","","","","","","",""
"ELL2","0.614","0.805","0.935","1","hsa-miR-4734","","","","","","","","","",""
"EMCN","0.614","0.805","0.935","1","hsa-miR-6880-3p","","","","","","","","","",""
"GMPS","0.614","0.805","0.935","1","hsa-miR-4258","","","","","","","","","",""
"GNAI3","0.614","0.805","0.935","1","hsa-miR-4419b","","","","","","","","","",""
"GPR137B","0.614","0.805","0.935","1","hsa-miR-4258","","","","","","","","","",""
"HOXC4","0.614","0.805","0.935","1","hsa-miR-1233-5p","","","","","","","","","",""
"ISG20L2","0.614","0.805","0.935","1","hsa-miR-1307-3p","","","","","","","","","",""
"OSMR","0.614","0.805","0.935","1","hsa-miR-6857-5p","","","","","","","","","",""
"PGM2L1","0.610","0.805","1.01","2","hsa-miR-1233-5p","hsa-miR-8073","","","","","","","","",""
"PLEKHA1","0.610","0.805","1.01","2","hsa-miR-6088","hsa-miR-4419b","","","","","","","","",""
"PLEKHG5","0.614","0.805","0.935","1","hsa-miR-128-1-5p","","","","","","","","","",""
"PRLR","0.614","0.805","0.935","1","hsa-miR-4787-3p","","","","","","","","","",""
"RAB32","0.610","0.805","1.01","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"SGTB","0.610","0.805","1.01","2","hsa-miR-6131","hsa-miR-125a-3p","","","","","","","","",""
"TIPIN","0.614","0.805","0.935","1","hsa-miR-6746-5p","","","","","","","","","",""
"WDTC1","0.614","0.805","0.935","1","hsa-miR-4419b","","","","","","","","","",""
"WIPF2","0.610","0.805","1.01","2","hsa-miR-4276","hsa-miR-3184-5p","","","","","","","","",""
"AGO3","0.621","0.807","1.05","3","hsa-miR-1343-3p","hsa-miR-125a-3p","hsa-miR-6131","","","","","","","",""
"ATP2A2","0.621","0.807","0.952","1","hsa-miR-575","","","","","","","","","",""
"C18orf25","0.621","0.807","0.952","1","hsa-miR-8073","","","","","","","","","",""
"CEP57L1","0.621","0.807","0.952","1","hsa-miR-4419b","","","","","","","","","",""
"CYP20A1","0.617","0.807","1.04","3","hsa-miR-125a-3p","hsa-miR-4532","hsa-miR-4258","","","","","","","",""
"DHODH","0.619","0.807","1.03","2","hsa-miR-6746-5p","hsa-miR-4419b","","","","","","","","",""
"ENTPD7","0.621","0.807","0.952","1","hsa-miR-4732-5p","","","","","","","","","",""
"ESF1","0.621","0.807","0.952","1","hsa-miR-1307-3p","","","","","","","","","",""
"HNRNPU","0.619","0.807","1.03","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"IGFBP4","0.621","0.807","0.952","1","hsa-miR-7110-5p","","","","","","","","","",""
"LETM1","0.621","0.807","0.952","1","hsa-miR-6746-5p","","","","","","","","","",""
"LIAS","0.621","0.807","0.952","1","hsa-miR-125a-3p","","","","","","","","","",""
"PAWR","0.621","0.807","0.952","1","hsa-miR-6869-5p","","","","","","","","","",""
"PRRC2C","0.621","0.807","0.952","1","hsa-miR-8073","","","","","","","","","",""
"RAD54L2","0.621","0.807","0.952","1","hsa-miR-4675","","","","","","","","","",""
"RBL1","0.621","0.807","0.952","1","hsa-miR-1343-3p","","","","","","","","","",""
"RPP25","0.621","0.807","0.952","1","hsa-miR-4481","","","","","","","","","",""
"SYT2","0.621","0.807","0.952","1","hsa-miR-4481","","","","","","","","","",""
"UBXN2A","0.621","0.807","1.05","3","hsa-miR-6869-5p","hsa-miR-575","hsa-miR-4419b","","","","","","","",""
"UQCRB","0.621","0.807","0.952","1","hsa-miR-6131","","","","","","","","","",""
"ZBTB44","0.621","0.807","0.952","1","hsa-miR-6088","","","","","","","","","",""
"ZC3H12B","0.621","0.807","0.952","1","hsa-miR-7110-5p","","","","","","","","","",""
"ZMIZ2","0.621","0.807","0.952","1","hsa-miR-4675","","","","","","","","","",""
"ARSK","0.628","0.807","1.05","2","hsa-miR-6802-5p","hsa-miR-4419b","","","","","","","","",""
"C8orf33","0.628","0.807","0.970","1","hsa-miR-4732-5p","","","","","","","","","",""
"CYP2W1","0.628","0.807","0.970","1","hsa-miR-1233-5p","","","","","","","","","",""
"DAZAP2","0.628","0.807","1.05","2","hsa-miR-4481","hsa-miR-4732-5p","","","","","","","","",""
"EVC","0.628","0.807","0.970","1","hsa-miR-4419b","","","","","","","","","",""
"FLYWCH2","0.628","0.807","0.970","1","hsa-miR-6131","","","","","","","","","",""
"HOOK3","0.625","0.807","1.06","3","hsa-miR-4419b","hsa-miR-1307-3p","hsa-miR-6088","","","","","","","",""
"HS3ST1","0.628","0.807","1.05","2","hsa-miR-4276","hsa-miR-1307-3p","","","","","","","","",""
"LIN7C","0.628","0.807","0.970","1","hsa-miR-4419b","","","","","","","","","",""
"MANSC1","0.628","0.807","0.970","1","hsa-miR-4419b","","","","","","","","","",""
"MAP7","0.628","0.807","0.970","1","hsa-miR-1307-3p","","","","","","","","","",""
"MICB","0.628","0.807","0.970","1","hsa-miR-6805-5p","","","","","","","","","",""
"NKIRAS2","0.628","0.807","0.970","1","hsa-miR-92a-2-5p","","","","","","","","","",""
"NME6","0.628","0.807","0.970","1","hsa-miR-6869-5p","","","","","","","","","",""
"PRR11","0.628","0.807","0.970","1","hsa-miR-3940-5p","","","","","","","","","",""
"RAB3IP","0.624","0.807","1.04","2","hsa-miR-3940-5p","hsa-miR-4687-5p","","","","","","","","",""
"SLC31A1","0.628","0.807","0.970","1","hsa-miR-6869-5p","","","","","","","","","",""
"TBC1D15","0.628","0.807","0.970","1","hsa-miR-6746-5p","","","","","","","","","",""
"TIAL1","0.628","0.807","1.05","2","hsa-miR-4675","hsa-miR-4419b","","","","","","","","",""
"TIGAR","0.628","0.807","0.970","1","hsa-miR-4532","","","","","","","","","",""
"TMED4","0.628","0.807","1.05","2","hsa-miR-92a-2-5p","hsa-miR-6857-5p","","","","","","","","",""
"TNFAIP1","0.628","0.807","0.970","1","hsa-miR-6857-5p","","","","","","","","","",""
"TTYH3","0.628","0.807","0.970","1","hsa-miR-6088","","","","","","","","","",""
"U2AF2","0.628","0.807","0.970","1","hsa-miR-3184-5p","","","","","","","","","",""
"ZNF34","0.628","0.807","0.970","1","hsa-miR-6131","","","","","","","","","",""
"ATXN2","0.635","0.808","0.987","1","hsa-miR-3940-5p","","","","","","","","","",""
"CARM1","0.635","0.808","0.987","1","hsa-miR-128-1-5p","","","","","","","","","",""
"CMTM4","0.635","0.808","0.987","1","hsa-miR-575","","","","","","","","","",""
"EPHA2","0.635","0.808","0.987","1","hsa-miR-128-1-5p","","","","","","","","","",""
"HEATR5A","0.635","0.808","0.987","1","hsa-miR-6131","","","","","","","","","",""
"IGSF8","0.635","0.808","0.987","1","hsa-miR-1233-5p","","","","","","","","","",""
"MOCS3","0.635","0.808","0.987","1","hsa-miR-8069","","","","","","","","","",""
"MXD1","0.635","0.808","0.987","1","hsa-miR-575","","","","","","","","","",""
"MYC","0.633","0.808","1.06","2","hsa-miR-92a-2-5p","hsa-miR-125a-3p","","","","","","","","",""
"PDE12","0.633","0.808","1.06","2","hsa-miR-4419b","hsa-miR-4532","","","","","","","","",""
"PLA2G2C","0.635","0.808","0.987","1","hsa-miR-7110-5p","","","","","","","","","",""
"PRNP","0.635","0.808","0.987","1","hsa-miR-8073","","","","","","","","","",""
"RASA4","0.635","0.808","0.987","1","hsa-miR-4419b","","","","","","","","","",""
"RHOF","0.635","0.808","0.987","1","hsa-miR-6131","","","","","","","","","",""
"RNF165","0.635","0.808","0.987","1","hsa-miR-3184-5p","","","","","","","","","",""
"SGK1","0.635","0.808","0.987","1","hsa-miR-125a-3p","","","","","","","","","",""
"SIX3","0.635","0.808","0.987","1","hsa-miR-4481","","","","","","","","","",""
"SOAT1","0.635","0.808","0.987","1","hsa-miR-4419b","","","","","","","","","",""
"SSTR2","0.635","0.808","0.987","1","hsa-miR-6131","","","","","","","","","",""
"TMEM167A","0.633","0.808","1.06","2","hsa-miR-6869-5p","hsa-miR-1233-5p","","","","","","","","",""
"ZBTB25","0.635","0.808","0.987","1","hsa-miR-1307-3p","","","","","","","","","",""
"ABI2","0.643","0.810","1.09","3","hsa-miR-8069","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","",""
"AGXT2","0.641","0.810","1.00","1","hsa-miR-4419b","","","","","","","","","",""
"AREL1","0.647","0.810","1.02","1","hsa-miR-125a-3p","","","","","","","","","",""
"BCL2L2","0.647","0.810","1.02","1","hsa-miR-8073","","","","","","","","","",""
"C1orf210","0.647","0.810","1.02","1","hsa-miR-4419b","","","","","","","","","",""
"C9orf3","0.641","0.810","1.00","1","hsa-miR-1343-3p","","","","","","","","","",""
"DCAF16","0.647","0.810","1.02","1","hsa-miR-575","","","","","","","","","",""
"E2F1","0.647","0.810","1.02","1","hsa-miR-6805-5p","","","","","","","","","",""
"FAM104A","0.647","0.810","1.02","1","hsa-miR-4276","","","","","","","","","",""
"FBXO45","0.647","0.810","1.02","1","hsa-miR-4419b","","","","","","","","","",""
"FOXJ2","0.641","0.810","1.00","1","hsa-miR-92b-5p","","","","","","","","","",""
"GGA2","0.647","0.810","1.02","1","hsa-miR-6088","","","","","","","","","",""
"HOXB5","0.641","0.810","1.00","1","hsa-miR-1343-3p","","","","","","","","","",""
"INAFM1","0.641","0.810","1.00","1","hsa-miR-4675","","","","","","","","","",""
"KDELR1","0.642","0.810","1.07","2","hsa-miR-128-1-5p","hsa-miR-8069","","","","","","","","",""
"KDM2A","0.641","0.810","1.00","1","hsa-miR-6746-5p","","","","","","","","","",""
"LDB1","0.641","0.810","1.00","1","hsa-miR-4481","","","","","","","","","",""
"LRTOMT","0.647","0.810","1.02","1","hsa-miR-8073","","","","","","","","","",""
"MAP3K9","0.637","0.810","1.06","2","hsa-miR-3184-5p","hsa-miR-6746-5p","","","","","","","","",""
"MAPK1IP1L","0.641","0.810","1.00","1","hsa-miR-4419b","","","","","","","","","",""
"MIEF1","0.647","0.810","1.02","1","hsa-miR-4532","","","","","","","","","",""
"MOGAT1","0.647","0.810","1.02","1","hsa-miR-6131","","","","","","","","","",""
"NUP93","0.641","0.810","1.00","1","hsa-miR-3940-5p","","","","","","","","","",""
"PAK4","0.641","0.810","1.00","1","hsa-miR-4706","","","","","","","","","",""
"PALM2-AKAP2","0.647","0.810","1.02","1","hsa-miR-4675","","","","","","","","","",""
"PIP4K2C","0.647","0.810","1.02","1","hsa-miR-1238-5p","","","","","","","","","",""
"PLXNA1","0.641","0.810","1.00","1","hsa-miR-1233-5p","","","","","","","","","",""
"PYGO1","0.647","0.810","1.02","1","hsa-miR-7110-5p","","","","","","","","","",""
"RAB22A","0.647","0.810","1.02","1","hsa-miR-6088","","","","","","","","","",""
"RGS17","0.641","0.810","1.00","1","hsa-miR-1343-3p","","","","","","","","","",""
"SAMD8","0.642","0.810","1.07","2","hsa-miR-6088","hsa-miR-8073","","","","","","","","",""
"SEC61A1","0.641","0.810","1.00","1","hsa-miR-1233-5p","","","","","","","","","",""
"SHE","0.647","0.810","1.02","1","hsa-miR-6131","","","","","","","","","",""
"SLC35E2B","0.647","0.810","1.02","1","hsa-miR-6869-5p","","","","","","","","","",""
"SREK1IP1","0.641","0.810","1.00","1","hsa-miR-1233-5p","","","","","","","","","",""
"TBC1D24","0.641","0.810","1.00","1","hsa-miR-4419b","","","","","","","","","",""
"TNRC6A","0.643","0.810","1.09","3","hsa-miR-5572","hsa-miR-4276","hsa-miR-6857-5p","","","","","","","",""
"TTPAL","0.641","0.810","1.00","1","hsa-miR-6131","","","","","","","","","",""
"USP1","0.647","0.810","1.02","1","hsa-miR-575","","","","","","","","","",""
"WDR12","0.647","0.810","1.02","1","hsa-miR-125a-3p","","","","","","","","","",""
"WIZ","0.647","0.810","1.02","1","hsa-miR-4419b","","","","","","","","","",""
"ZNF740","0.647","0.810","1.02","1","hsa-miR-6857-5p","","","","","","","","","",""
"AGBL5","0.654","0.811","1.04","1","hsa-miR-4419b","","","","","","","","","",""
"ANTXR2","0.654","0.811","1.04","1","hsa-miR-1233-5p","","","","","","","","","",""
"CMBL","0.654","0.811","1.04","1","hsa-miR-125a-3p","","","","","","","","","",""
"FANCA","0.654","0.811","1.04","1","hsa-miR-1343-3p","","","","","","","","","",""
"FGFR1","0.654","0.811","1.04","1","hsa-miR-1307-3p","","","","","","","","","",""
"FZR1","0.654","0.811","1.04","1","hsa-miR-92a-2-5p","","","","","","","","","",""
"HMGA2","0.651","0.811","1.09","2","hsa-miR-6857-5p","hsa-miR-6869-5p","","","","","","","","",""
"KLRD1","0.654","0.811","1.04","1","hsa-miR-4276","","","","","","","","","",""
"LRRC20","0.654","0.811","1.04","1","hsa-miR-1233-5p","","","","","","","","","",""
"LRRC47","0.654","0.811","1.04","1","hsa-miR-4419b","","","","","","","","","",""
"MTO1","0.654","0.811","1.04","1","hsa-miR-1343-3p","","","","","","","","","",""
"NCAPG2","0.654","0.811","1.04","1","hsa-miR-6746-5p","","","","","","","","","",""
"POLR2F","0.654","0.811","1.04","1","hsa-miR-575","","","","","","","","","",""
"POM121C","0.654","0.811","1.04","1","hsa-miR-4675","","","","","","","","","",""
"SERTAD2","0.654","0.811","1.04","1","hsa-miR-4532","","","","","","","","","",""
"SESN3","0.651","0.811","1.09","2","hsa-miR-4276","hsa-miR-6869-5p","","","","","","","","",""
"TES","0.654","0.811","1.04","1","hsa-miR-4419b","","","","","","","","","",""
"TFAM","0.654","0.811","1.04","1","hsa-miR-1343-3p","","","","","","","","","",""
"TIMELESS","0.654","0.811","1.04","1","hsa-miR-3940-5p","","","","","","","","","",""
"ZNF277","0.654","0.811","1.04","1","hsa-miR-6088","","","","","","","","","",""
"ZNF446","0.654","0.811","1.04","1","hsa-miR-6131","","","","","","","","","",""
"ZNF644","0.654","0.811","1.04","1","hsa-miR-6869-5p","","","","","","","","","",""
"AKAP2","0.666","0.811","1.07","1","hsa-miR-4675","","","","","","","","","",""
"AKR7A2","0.659","0.811","1.11","2","hsa-miR-6869-5p","hsa-miR-6088","","","","","","","","",""
"ANKRD36","0.666","0.811","1.07","1","hsa-miR-6131","","","","","","","","","",""
"CAMSAP2","0.666","0.811","1.07","1","hsa-miR-1238-5p","","","","","","","","","",""
"CAPNS1","0.660","0.811","1.06","1","hsa-miR-125a-3p","","","","","","","","","",""
"CGNL1","0.660","0.811","1.06","1","hsa-miR-4419b","","","","","","","","","",""
"CNNM2","0.660","0.811","1.06","1","hsa-miR-3940-5p","","","","","","","","","",""
"CRKL","0.664","0.811","1.12","2","hsa-miR-4419b","hsa-miR-125a-3p","","","","","","","","",""
"DEK","0.672","0.811","1.09","1","hsa-miR-6131","","","","","","","","","",""
"DNAH10OS","0.672","0.811","1.09","1","hsa-miR-1233-5p","","","","","","","","","",""
"DNAH9","0.666","0.811","1.07","1","hsa-miR-4419b","","","","","","","","","",""
"DOCK7","0.672","0.811","1.09","1","hsa-miR-1307-3p","","","","","","","","","",""
"DPYSL5","0.666","0.811","1.07","1","hsa-miR-125a-3p","","","","","","","","","",""
"EFNA1","0.666","0.811","1.07","1","hsa-miR-92a-2-5p","","","","","","","","","",""
"EIF4E","0.660","0.811","1.06","1","hsa-miR-6131","","","","","","","","","",""
"EPM2AIP1","0.672","0.811","1.09","1","hsa-miR-1233-5p","","","","","","","","","",""
"ERVMER34-1","0.660","0.811","1.06","1","hsa-miR-6131","","","","","","","","","",""
"FBXO48","0.666","0.811","1.07","1","hsa-miR-4258","","","","","","","","","",""
"FNBP1","0.666","0.811","1.07","1","hsa-miR-8073","","","","","","","","","",""
"FOXK1","0.670","0.811","1.12","4","hsa-miR-1307-3p","hsa-miR-3180","hsa-miR-3184-5p","hsa-miR-4675","","","","","","",""
"FOXP1","0.666","0.811","1.07","1","hsa-miR-4276","","","","","","","","","",""
"GDF5OS","0.660","0.811","1.06","1","hsa-miR-575","","","","","","","","","",""
"GJD3","0.672","0.811","1.13","2","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","","",""
"GTDC1","0.672","0.811","1.09","1","hsa-miR-1343-3p","","","","","","","","","",""
"KIAA1958","0.660","0.811","1.06","1","hsa-miR-4258","","","","","","","","","",""
"KLF6","0.666","0.811","1.07","1","hsa-miR-575","","","","","","","","","",""
"LEFTY1","0.672","0.811","1.09","1","hsa-miR-6802-5p","","","","","","","","","",""
"MAST3","0.666","0.811","1.07","1","hsa-miR-125a-3p","","","","","","","","","",""
"MDK","0.672","0.811","1.09","1","hsa-miR-92a-2-5p","","","","","","","","","",""
"METTL21A","0.666","0.811","1.07","1","hsa-miR-6869-5p","","","","","","","","","",""
"MLLT10","0.666","0.811","1.07","1","hsa-miR-125a-3p","","","","","","","","","",""
"MSH3","0.660","0.811","1.06","1","hsa-miR-1343-3p","","","","","","","","","",""
"MSL2","0.666","0.811","1.07","1","hsa-miR-4419b","","","","","","","","","",""
"MTMR3","0.660","0.811","1.06","1","hsa-miR-8073","","","","","","","","","",""
"NAGK","0.666","0.811","1.07","1","hsa-miR-6857-5p","","","","","","","","","",""
"NEK8","0.666","0.811","1.07","1","hsa-miR-6131","","","","","","","","","",""
"NRXN3","0.660","0.811","1.06","1","hsa-miR-4419b","","","","","","","","","",""
"PARVB","0.660","0.811","1.06","1","hsa-miR-4419b","","","","","","","","","",""
"PCBD2","0.666","0.811","1.07","1","hsa-miR-6131","","","","","","","","","",""
"PPM1F","0.660","0.811","1.06","1","hsa-miR-7110-5p","","","","","","","","","",""
"PTMA","0.655","0.811","1.10","2","hsa-miR-3940-5p","hsa-miR-4734","","","","","","","","",""
"RBM38","0.666","0.811","1.07","1","hsa-miR-4276","","","","","","","","","",""
"RDH13","0.672","0.811","1.09","1","hsa-miR-6869-5p","","","","","","","","","",""
"RHOBTB3","0.672","0.811","1.09","1","hsa-miR-6802-5p","","","","","","","","","",""
"RILPL1","0.672","0.811","1.09","1","hsa-miR-6869-5p","","","","","","","","","",""
"RNF20","0.672","0.811","1.09","1","hsa-miR-4732-5p","","","","","","","","","",""
"RNF24","0.666","0.811","1.07","1","hsa-miR-8073","","","","","","","","","",""
"RNF41","0.672","0.811","1.09","1","hsa-miR-6802-5p","","","","","","","","","",""
"RPL37","0.660","0.811","1.06","1","hsa-miR-125a-3p","","","","","","","","","",""
"SERINC1","0.672","0.811","1.09","1","hsa-miR-6857-5p","","","","","","","","","",""
"SFMBT2","0.672","0.811","1.09","1","hsa-miR-6746-5p","","","","","","","","","",""
"SLC16A4","0.660","0.811","1.06","1","hsa-miR-4419b","","","","","","","","","",""
"SLC25A32","0.666","0.811","1.07","1","hsa-miR-575","","","","","","","","","",""
"SLC4A1","0.660","0.811","1.06","1","hsa-miR-6131","","","","","","","","","",""
"TIRAP","0.660","0.811","1.06","1","hsa-miR-125a-3p","","","","","","","","","",""
"TM4SF5","0.672","0.811","1.09","1","hsa-miR-4532","","","","","","","","","",""
"TMEM138","0.660","0.811","1.06","1","hsa-miR-7110-5p","","","","","","","","","",""
"TRIM13","0.672","0.811","1.09","1","hsa-miR-1238-5p","","","","","","","","","",""
"TUBB2A","0.661","0.811","1.11","3","hsa-miR-6869-5p","hsa-miR-6088","hsa-miR-4732-5p","","","","","","","",""
"UGDH","0.660","0.811","1.06","1","hsa-miR-8073","","","","","","","","","",""
"UGT2B4","0.666","0.811","1.07","1","hsa-miR-6857-5p","","","","","","","","","",""
"UTP4","0.672","0.811","1.09","1","hsa-miR-4687-5p","","","","","","","","","",""
"VHL","0.672","0.811","1.09","1","hsa-miR-6880-3p","","","","","","","","","",""
"VPS37B","0.666","0.811","1.07","1","hsa-miR-6746-5p","","","","","","","","","",""
"WDR45B","0.672","0.811","1.09","1","hsa-miR-3184-5p","","","","","","","","","",""
"WWC1","0.672","0.811","1.09","1","hsa-miR-4258","","","","","","","","","",""
"ZFYVE26","0.660","0.811","1.06","1","hsa-miR-4276","","","","","","","","","",""
"ZNF426","0.672","0.811","1.13","2","hsa-miR-6131","hsa-miR-6088","","","","","","","","",""
"ZNF581","0.672","0.811","1.09","1","hsa-miR-4419b","","","","","","","","","",""
"ZNF785","0.660","0.811","1.06","1","hsa-miR-1343-3p","","","","","","","","","",""
"ABLIM1","0.678","0.812","1.11","1","hsa-miR-4276","","","","","","","","","",""
"BBS5","0.678","0.812","1.11","1","hsa-miR-4419b","","","","","","","","","",""
"BBX","0.678","0.812","1.11","1","hsa-miR-575","","","","","","","","","",""
"CXorf38","0.678","0.812","1.11","1","hsa-miR-125a-3p","","","","","","","","","",""
"EEF2K","0.678","0.812","1.11","1","hsa-miR-1307-3p","","","","","","","","","",""
"EOGT","0.678","0.812","1.11","1","hsa-miR-4276","","","","","","","","","",""
"GALNT10","0.678","0.812","1.11","1","hsa-miR-7110-5p","","","","","","","","","",""
"HDLBP","0.678","0.812","1.11","1","hsa-miR-4734","","","","","","","","","",""
