Gene Symbol,gene_score,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7,microRNA 8,microRNA 9,microRNA 10,microRNA 11
PPP1R9B,0.022222222222222254,0.362,0.773,0.632,2,hsa-miR-6857-5p,hsa-miR-92a-2-5p,,,,,,,,,
GJB1,0.022222222222222254,0.233,0.773,0.459,2,hsa-miR-6746-5p,hsa-miR-3184-5p,,,,,,,,,
NCBP3,0.022222222222222254,0.449,0.775,0.753,2,hsa-miR-4481,hsa-miR-575,,,,,,,,,
LIPG,0.022222222222222254,0.46,0.775,0.77,2,hsa-miR-125a-3p,hsa-miR-6131,,,,,,,,,
HACD4,0.022222222222222254,0.35,0.773,0.615,2,hsa-miR-6131,hsa-miR-7110-5p,,,,,,,,,
QDPR,0.022222222222222254,0.305,0.773,0.554,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
OLR1,0.022222222222222254,0.412,0.773,0.701,2,hsa-miR-3184-5p,hsa-miR-3180,,,,,,,,,
HASPIN,0.022222222222222254,0.311,0.773,0.563,2,hsa-miR-4419b,hsa-miR-6746-5p,,,,,,,,,
UBTF,0.022222222222222254,0.455,0.775,0.762,2,hsa-miR-4481,hsa-miR-1233-5p,,,,,,,,,
HBS1L,0.022222222222222254,0.182,0.773,0.39,2,hsa-miR-5572,hsa-miR-6857-5p,,,,,,,,,
HES2,0.022222222222222254,0.189,0.773,0.398,2,hsa-miR-125a-3p,hsa-miR-1343-3p,,,,,,,,,
OLFML2A,0.022222222222222254,0.356,0.773,0.623,2,hsa-miR-6805-5p,hsa-miR-4419b,,,,,,,,,
TMEM167A,0.022222222222222254,0.633,0.808,1.06,2,hsa-miR-6869-5p,hsa-miR-1233-5p,,,,,,,,,
HEXA,0.022222222222222254,0.259,0.773,0.493,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
XPNPEP3,0.022222222222222254,0.305,0.773,0.554,2,hsa-miR-6746-5p,hsa-miR-575,,,,,,,,,
TMEM59,0.022222222222222254,0.455,0.775,0.762,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
PTK6,0.022222222222222254,0.356,0.773,0.623,2,hsa-miR-4532,hsa-miR-4419b,,,,,,,,,
TRAPPC2,0.022222222222222254,0.6,0.804,0.996,2,hsa-miR-8073,hsa-miR-4419b,,,,,,,,,
ZNF878,0.022222222222222254,0.6,0.804,0.996,2,hsa-miR-8073,hsa-miR-6088,,,,,,,,,
ABHD2,0.022222222222222254,0.605,0.805,1.0,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
PGAM4,0.022222222222222254,0.455,0.775,0.762,2,hsa-miR-1233-5p,hsa-miR-3184-5p,,,,,,,,,
HIST1H2AH,0.022222222222222254,0.356,0.773,0.623,2,hsa-miR-1307-3p,hsa-miR-6880-3p,,,,,,,,,
RNF11,0.022222222222222254,0.751,0.833,1.32,2,hsa-miR-92a-2-5p,hsa-miR-1307-3p,,,,,,,,,
MAVS,0.022222222222222254,0.455,0.775,0.762,2,hsa-miR-575,hsa-miR-1307-3p,,,,,,,,,
ULBP3,0.022222222222222254,0.394,0.773,0.675,2,hsa-miR-4787-3p,hsa-miR-4419b,,,,,,,,,
GTF2H5,0.022222222222222254,0.425,0.773,0.719,2,hsa-miR-6869-5p,hsa-miR-6088,,,,,,,,,
TMTC1,0.022222222222222254,0.46,0.775,0.77,2,hsa-miR-1233-5p,hsa-miR-4419b,,,,,,,,,
MDM4,0.022222222222222254,0.76,0.837,1.34,2,hsa-miR-5572,hsa-miR-3184-5p,,,,,,,,,
ZNF101,0.022222222222222254,0.595,0.803,0.987,2,hsa-miR-1307-3p,hsa-miR-4419b,,,,,,,,,
FYTTD1,0.022222222222222254,0.466,0.775,0.779,2,hsa-miR-4276,hsa-miR-1343-3p,,,,,,,,,
ZNF584,0.022222222222222254,0.595,0.803,0.987,2,hsa-miR-4419b,hsa-miR-575,,,,,,,,,
RAB3B,0.022222222222222254,0.266,0.773,0.502,2,hsa-miR-7110-5p,hsa-miR-4532,,,,,,,,,
FAM208A,0.022222222222222254,0.466,0.775,0.779,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
P4HB,0.022222222222222254,0.227,0.773,0.45,2,hsa-miR-4787-5p,hsa-miR-7110-5p,,,,,,,,,
GNL1,0.022222222222222254,0.24,0.773,0.467,2,hsa-miR-1233-5p,hsa-miR-4481,,,,,,,,,
PI4K2B,0.022222222222222254,0.253,0.773,0.485,2,hsa-miR-1307-3p,hsa-miR-1343-3p,,,,,,,,,
TRMT2B,0.022222222222222254,0.259,0.773,0.493,2,hsa-miR-4419b,hsa-miR-6088,,,,,,,,,
UST,0.022222222222222254,0.195,0.773,0.407,2,hsa-miR-1233-5p,hsa-miR-3184-5p,,,,,,,,,
GRSF1,0.022222222222222254,0.406,0.773,0.693,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
RAB13,0.022222222222222254,0.311,0.773,0.563,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
SMG1,0.022222222222222254,0.7,0.819,1.19,2,hsa-miR-1307-3p,hsa-miR-575,,,,,,,,,
ORC6,0.022222222222222254,0.305,0.773,0.554,2,hsa-miR-1307-3p,hsa-miR-4675,,,,,,,,,
QSOX2,0.022222222222222254,0.311,0.773,0.563,2,hsa-miR-4481,hsa-miR-6805-5p,,,,,,,,,
GRID1,0.022222222222222254,0.24,0.773,0.467,2,hsa-miR-6131,hsa-miR-3184-5p,,,,,,,,,
QSER1,0.022222222222222254,0.406,0.773,0.693,2,hsa-miR-8073,hsa-miR-4732-5p,,,,,,,,,
HS3ST1,0.022222222222222254,0.628,0.807,1.05,2,hsa-miR-4276,hsa-miR-1307-3p,,,,,,,,,
FZD6,0.022222222222222254,0.6,0.804,0.996,2,hsa-miR-4276,hsa-miR-6869-5p,,,,,,,,,
GRK2,0.022222222222222254,0.394,0.773,0.675,2,hsa-miR-1233-5p,hsa-miR-575,,,,,,,,,
DSTYK,0.022222222222222254,0.704,0.819,1.2,2,hsa-miR-1343-3p,hsa-miR-3940-5p,,,,,,,,,
PTCHD1,0.022222222222222254,0.292,0.773,0.537,2,hsa-miR-6787-5p,hsa-miR-663a,,,,,,,,,
NXN,0.022222222222222254,0.214,0.773,0.433,2,hsa-miR-4419b,hsa-miR-6784-5p,,,,,,,,,
PROSER2,0.022222222222222254,0.318,0.773,0.571,2,hsa-miR-1307-3p,hsa-miR-4687-5p,,,,,,,,,
NRIP3,0.022222222222222254,0.356,0.773,0.623,2,hsa-miR-1228-5p,hsa-miR-4419b,,,,,,,,,
IKZF2,0.022222222222222254,0.246,0.773,0.476,2,hsa-miR-6805-5p,hsa-miR-6869-5p,,,,,,,,,
CDC5L,0.022222222222222254,0.455,0.775,0.762,2,hsa-miR-1233-5p,hsa-miR-4648,,,,,,,,,
PTPN14,0.022222222222222254,0.605,0.805,1.0,2,hsa-miR-6857-5p,hsa-miR-3940-5p,,,,,,,,,
PRPF4,0.022222222222222254,0.369,0.773,0.641,2,hsa-miR-1307-3p,hsa-miR-4532,,,,,,,,,
PRPF38A,0.022222222222222254,0.266,0.773,0.502,2,hsa-miR-4258,hsa-miR-1307-3p,,,,,,,,,
ZNF585B,0.022222222222222254,0.449,0.775,0.753,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
INSIG1,0.022222222222222254,0.437,0.773,0.736,2,hsa-miR-4734,hsa-miR-8073,,,,,,,,,
PGPEP1,0.022222222222222254,0.704,0.819,1.2,2,hsa-miR-5572,hsa-miR-4419b,,,,,,,,,
IPCEF1,0.022222222222222254,0.182,0.773,0.39,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
IGF2BP3,0.022222222222222254,0.227,0.773,0.45,2,hsa-miR-6805-5p,hsa-miR-6869-5p,,,,,,,,,
PDE12,0.022222222222222254,0.633,0.808,1.06,2,hsa-miR-4419b,hsa-miR-4532,,,,,,,,,
C16orf58,0.022222222222222254,0.61,0.805,1.01,2,hsa-miR-7110-5p,hsa-miR-1233-5p,,,,,,,,,
ISY1,0.022222222222222254,0.381,0.773,0.658,2,hsa-miR-4687-5p,hsa-miR-3940-5p,,,,,,,,,
PTP4A1,0.022222222222222254,0.688,0.817,1.17,2,hsa-miR-1233-5p,hsa-miR-4648,,,,,,,,,
MYC,0.022222222222222254,0.633,0.808,1.06,2,hsa-miR-92a-2-5p,hsa-miR-125a-3p,,,,,,,,,
RREB1,0.022222222222222254,0.704,0.819,1.2,2,hsa-miR-92a-2-5p,hsa-miR-7110-5p,,,,,,,,,
ARSK,0.022222222222222254,0.628,0.807,1.05,2,hsa-miR-6802-5p,hsa-miR-4419b,,,,,,,,,
UBE2V2,0.022222222222222254,0.375,0.773,0.649,2,hsa-miR-6869-5p,hsa-miR-6088,,,,,,,,,
PPP2R2A,0.022222222222222254,0.362,0.773,0.632,2,hsa-miR-6088,hsa-miR-6805-5p,,,,,,,,,
IKBKG,0.022222222222222254,0.259,0.773,0.493,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
IFFO2,0.022222222222222254,0.22,0.773,0.442,2,hsa-miR-4648,hsa-miR-92b-5p,,,,,,,,,
SMCR8,0.022222222222222254,0.684,0.816,1.16,2,hsa-miR-6131,hsa-miR-1233-5p,,,,,,,,,
HPSE,0.022222222222222254,0.298,0.773,0.545,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
PSMB2,0.022222222222222254,0.195,0.773,0.407,2,hsa-miR-1307-3p,hsa-miR-4532,,,,,,,,,
IFNLR1,0.022222222222222254,0.747,0.832,1.31,2,hsa-miR-6857-5p,hsa-miR-575,,,,,,,,,
HIVEP3,0.022222222222222254,0.311,0.773,0.563,2,hsa-miR-92b-5p,hsa-miR-4687-5p,,,,,,,,,
HM13,0.022222222222222254,0.279,0.773,0.519,2,hsa-miR-3940-5p,hsa-miR-4532,,,,,,,,,
TTC9C,0.022222222222222254,0.337,0.773,0.597,2,hsa-miR-4481,hsa-miR-4532,,,,,,,,,
PSD4,0.022222222222222254,0.362,0.773,0.632,2,hsa-miR-4419b,hsa-miR-6746-5p,,,,,,,,,
HOXA7,0.022222222222222254,0.176,0.773,0.381,2,hsa-miR-6857-5p,hsa-miR-7110-5p,,,,,,,,,
NWD1,0.022222222222222254,0.375,0.773,0.649,2,hsa-miR-4532,hsa-miR-125a-3p,,,,,,,,,
NUP50,0.022222222222222254,0.369,0.773,0.641,2,hsa-miR-8073,hsa-miR-1343-3p,,,,,,,,,
PRRT2,0.022222222222222254,0.35,0.773,0.615,2,hsa-miR-125a-3p,hsa-miR-4675,,,,,,,,,
IER5,0.022222222222222254,0.437,0.773,0.736,2,hsa-miR-92a-2-5p,hsa-miR-6088,,,,,,,,,
YARS,0.022222222222222254,0.362,0.773,0.632,2,hsa-miR-6857-5p,hsa-miR-6088,,,,,,,,,
HSP90B1,0.022222222222222254,0.406,0.773,0.693,2,hsa-miR-4419b,hsa-miR-6805-5p,,,,,,,,,
DAZAP2,0.022222222222222254,0.628,0.807,1.05,2,hsa-miR-4481,hsa-miR-4732-5p,,,,,,,,,
PHAX,0.022222222222222254,0.744,0.83,1.3,2,hsa-miR-6088,hsa-miR-1343-3p,,,,,,,,,
PRR23A,0.022222222222222254,0.201,0.773,0.416,2,hsa-miR-6088,hsa-miR-1307-3p,,,,,,,,,
PRR13,0.022222222222222254,0.337,0.773,0.597,2,hsa-miR-6131,hsa-miR-8073,,,,,,,,,
NT5DC3,0.022222222222222254,0.437,0.773,0.736,2,hsa-miR-4419b,hsa-miR-6746-5p,,,,,,,,,
HYPK,0.022222222222222254,0.362,0.773,0.632,2,hsa-miR-6088,hsa-miR-4276,,,,,,,,,
ICA1L,0.022222222222222254,0.431,0.773,0.727,2,hsa-miR-575,hsa-miR-1203,,,,,,,,,
CENPM,0.022222222222222254,0.298,0.773,0.545,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
WDR5B,0.022222222222222254,0.157,0.768,0.355,2,hsa-miR-125a-3p,hsa-miR-6131,,,,,,,,,
MRPS30,0.022222222222222254,0.122,0.755,0.303,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
THY1,0.022222222222222254,0.105,0.73,0.277,2,hsa-miR-1228-5p,hsa-miR-4706,,,,,,,,,
NLE1,0.022222222222222254,0.0993,0.717,0.268,2,hsa-miR-7110-5p,hsa-miR-92a-2-5p,,,,,,,,,
ZNF264,0.022222222222222254,0.925,0.932,2.03,2,hsa-miR-6088,hsa-miR-4730,,,,,,,,,
OMD,0.022222222222222254,0.0993,0.717,0.268,2,hsa-miR-6131,hsa-miR-125a-3p,,,,,,,,,
PFKFB2,0.022222222222222254,0.0993,0.717,0.268,2,hsa-miR-4481,hsa-miR-125a-3p,,,,,,,,,
SRARP,0.022222222222222254,0.17,0.773,0.372,2,hsa-miR-6869-5p,hsa-miR-1307-3p,,,,,,,,,
SRGAP1,0.022222222222222254,0.208,0.773,0.424,2,hsa-miR-92b-5p,hsa-miR-6746-5p,,,,,,,,,
APOBEC3C,0.022222222222222254,0.105,0.73,0.277,2,hsa-miR-3184-5p,hsa-miR-4732-5p,,,,,,,,,
EFNA3,0.022222222222222254,0.105,0.73,0.277,2,hsa-miR-1233-5p,hsa-miR-4481,,,,,,,,,
FKBP4,0.022222222222222254,0.105,0.73,0.277,2,hsa-miR-4787-5p,hsa-miR-7110-5p,,,,,,,,,
IRF1,0.022222222222222254,0.105,0.73,0.277,2,hsa-miR-1307-3p,hsa-miR-125a-3p,,,,,,,,,
RPRM,0.022222222222222254,0.105,0.73,0.277,2,hsa-miR-1233-5p,hsa-miR-4481,,,,,,,,,
SH3BP1,0.022222222222222254,0.105,0.73,0.277,2,hsa-miR-7110-5p,hsa-miR-92a-2-5p,,,,,,,,,
CD3EAP,0.022222222222222254,0.11,0.738,0.286,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
OGFOD1,0.022222222222222254,0.116,0.746,0.294,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
E2F4,0.022222222222222254,0.11,0.738,0.286,2,hsa-miR-7110-5p,hsa-miR-92a-2-5p,,,,,,,,,
FTSJ3,0.022222222222222254,0.11,0.738,0.286,2,hsa-miR-92a-2-5p,hsa-miR-7110-5p,,,,,,,,,
MAK,0.022222222222222254,0.11,0.738,0.286,2,hsa-miR-4419b,hsa-miR-6746-5p,,,,,,,,,
PATJ,0.022222222222222254,0.11,0.738,0.286,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
PTAFR,0.022222222222222254,0.11,0.738,0.286,2,hsa-miR-8073,hsa-miR-1307-3p,,,,,,,,,
SEC14L5,0.022222222222222254,0.11,0.738,0.286,2,hsa-miR-4732-5p,hsa-miR-6131,,,,,,,,,
TMPRSS4,0.022222222222222254,0.11,0.738,0.286,2,hsa-miR-4419b,hsa-miR-6746-5p,,,,,,,,,
ZC3H12D,0.022222222222222254,0.11,0.738,0.286,2,hsa-miR-7110-5p,hsa-miR-92a-2-5p,,,,,,,,,
ZNF738,0.022222222222222254,0.11,0.738,0.286,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
BCKDK,0.022222222222222254,0.116,0.746,0.294,2,hsa-miR-4419b,hsa-miR-6746-5p,,,,,,,,,
C20orf144,0.022222222222222254,0.116,0.746,0.294,2,hsa-miR-575,hsa-miR-1343-3p,,,,,,,,,
SRRD,0.022222222222222254,0.292,0.773,0.537,2,hsa-miR-4419b,hsa-miR-575,,,,,,,,,
EN2,0.022222222222222254,0.539,0.794,0.892,2,hsa-miR-8069,hsa-miR-6746-5p,,,,,,,,,
SNX2,0.022222222222222254,0.227,0.773,0.45,2,hsa-miR-125a-3p,hsa-miR-6088,,,,,,,,,
GPATCH3,0.022222222222222254,0.0993,0.717,0.268,2,hsa-miR-92b-5p,hsa-miR-6805-5p,,,,,,,,,
SESN3,0.022222222222222254,0.651,0.811,1.09,2,hsa-miR-4276,hsa-miR-6869-5p,,,,,,,,,
PAX2,0.022222222222222254,0.0834,0.688,0.242,2,hsa-miR-6805-5p,hsa-miR-3184-5p,,,,,,,,,
POU3F3,0.022222222222222254,0.0834,0.688,0.242,2,hsa-miR-3180,hsa-miR-1469,,,,,,,,,
RAB2A,0.022222222222222254,0.0783,0.688,0.234,2,hsa-miR-6869-5p,hsa-miR-7110-5p,,,,,,,,,
TMEM135,0.022222222222222254,0.0834,0.688,0.242,2,hsa-miR-1238-5p,hsa-miR-4481,,,,,,,,,
XIAP,0.022222222222222254,0.928,0.934,2.06,2,hsa-miR-6088,hsa-miR-575,,,,,,,,,
TNRC18,0.022222222222222254,0.0783,0.688,0.234,2,hsa-miR-1307-3p,hsa-miR-5572,,,,,,,,,
UBLCP1,0.022222222222222254,0.0834,0.688,0.242,2,hsa-miR-1233-5p,hsa-miR-92a-2-5p,,,,,,,,,
USP49,0.022222222222222254,0.0783,0.688,0.234,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
ASB8,0.022222222222222254,0.0886,0.699,0.251,2,hsa-miR-1343-3p,hsa-miR-125a-3p,,,,,,,,,
CPNE5,0.022222222222222254,0.0886,0.699,0.251,2,hsa-miR-6784-5p,hsa-miR-4532,,,,,,,,,
DUS2,0.022222222222222254,0.0886,0.699,0.251,2,hsa-miR-6805-5p,hsa-miR-7110-5p,,,,,,,,,
GLTP,0.022222222222222254,0.0886,0.699,0.251,2,hsa-miR-6131,hsa-miR-125a-3p,,,,,,,,,
ILDR1,0.022222222222222254,0.0886,0.699,0.251,2,hsa-miR-4732-5p,hsa-miR-4419b,,,,,,,,,
POMGNT1,0.022222222222222254,0.0886,0.699,0.251,2,hsa-miR-5572,hsa-miR-7110-5p,,,,,,,,,
SEMA6B,0.022222222222222254,0.0886,0.699,0.251,2,hsa-miR-128-1-5p,hsa-miR-92b-5p,,,,,,,,,
SHOX,0.022222222222222254,0.0886,0.699,0.251,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
VOPP1,0.022222222222222254,0.0886,0.699,0.251,2,hsa-miR-6088,hsa-miR-1343-3p,,,,,,,,,
ZBTB8OS,0.022222222222222254,0.0886,0.699,0.251,2,hsa-miR-4419b,hsa-miR-6746-5p,,,,,,,,,
ACADSB,0.022222222222222254,0.0939,0.71,0.26,2,hsa-miR-4648,hsa-miR-1233-5p,,,,,,,,,
CBARP,0.022222222222222254,0.0939,0.71,0.26,2,hsa-miR-3180,hsa-miR-4258,,,,,,,,,
CTSA,0.022222222222222254,0.0939,0.71,0.26,2,hsa-miR-6805-5p,hsa-miR-8073,,,,,,,,,
SPIRE2,0.022222222222222254,0.0939,0.71,0.26,2,hsa-miR-125a-3p,hsa-miR-4532,,,,,,,,,
ZNF589,0.022222222222222254,0.0939,0.71,0.26,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
COL5A1,0.022222222222222254,0.0993,0.717,0.268,2,hsa-miR-1233-5p,hsa-miR-125a-3p,,,,,,,,,
EMILIN2,0.022222222222222254,0.0993,0.717,0.268,2,hsa-miR-4419b,hsa-miR-6746-5p,,,,,,,,,
EIF2A,0.022222222222222254,0.116,0.746,0.294,2,hsa-miR-6131,hsa-miR-125a-3p,,,,,,,,,
PDE6A,0.022222222222222254,0.116,0.746,0.294,2,hsa-miR-6131,hsa-miR-125a-3p,,,,,,,,,
PLCD3,0.022222222222222254,0.139,0.755,0.329,2,hsa-miR-4419b,hsa-miR-6088,,,,,,,,,
NEGR1,0.022222222222222254,0.534,0.794,0.883,2,hsa-miR-1233-5p,hsa-miR-4648,,,,,,,,,
DSCR3,0.022222222222222254,0.122,0.755,0.303,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
SLX4,0.022222222222222254,0.266,0.773,0.502,2,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,,
CDK4,0.022222222222222254,0.534,0.794,0.883,2,hsa-miR-1307-3p,hsa-miR-125a-3p,,,,,,,,,
CCNF,0.022222222222222254,0.534,0.794,0.883,2,hsa-miR-8073,hsa-miR-4675,,,,,,,,,
GLI2,0.022222222222222254,0.122,0.755,0.303,2,hsa-miR-5572,hsa-miR-92a-2-5p,,,,,,,,,
GPRC5C,0.022222222222222254,0.128,0.755,0.312,2,hsa-miR-4730,hsa-miR-1233-5p,,,,,,,,,
GRAP2,0.022222222222222254,0.145,0.755,0.338,2,hsa-miR-1238-5p,hsa-miR-4481,,,,,,,,,
HAUS5,0.022222222222222254,0.145,0.755,0.338,2,hsa-miR-92a-2-5p,hsa-miR-8073,,,,,,,,,
IER2,0.022222222222222254,0.139,0.755,0.329,2,hsa-miR-4787-5p,hsa-miR-7110-5p,,,,,,,,,
IFITM3,0.022222222222222254,0.122,0.755,0.303,2,hsa-miR-6784-5p,hsa-miR-8073,,,,,,,,,
STAC2,0.022222222222222254,0.182,0.773,0.39,2,hsa-miR-4258,hsa-miR-125a-3p,,,,,,,,,
KIAA0895,0.022222222222222254,0.133,0.755,0.32,2,hsa-miR-1238-5p,hsa-miR-4481,,,,,,,,,
KLC2,0.022222222222222254,0.139,0.755,0.329,2,hsa-miR-1233-5p,hsa-miR-1343-3p,,,,,,,,,
PROSER3,0.022222222222222254,0.116,0.746,0.294,2,hsa-miR-4258,hsa-miR-8073,,,,,,,,,
KLK10,0.022222222222222254,0.139,0.755,0.329,2,hsa-miR-1233-5p,hsa-miR-6088,,,,,,,,,
KNL1,0.022222222222222254,0.128,0.755,0.312,2,hsa-miR-4419b,hsa-miR-6746-5p,,,,,,,,,
LYPLA2,0.022222222222222254,0.139,0.755,0.329,2,hsa-miR-1238-5p,hsa-miR-4481,,,,,,,,,
MFSD4B,0.022222222222222254,0.139,0.755,0.329,2,hsa-miR-4258,hsa-miR-1307-3p,,,,,,,,,
MMP17,0.022222222222222254,0.139,0.755,0.329,2,hsa-miR-3184-5p,hsa-miR-6805-5p,,,,,,,,,
CEBPB,0.022222222222222254,0.24,0.773,0.467,2,hsa-miR-663a,hsa-miR-3184-5p,,,,,,,,,
MTHFR,0.022222222222222254,0.145,0.755,0.338,2,hsa-miR-92a-2-5p,hsa-miR-125a-3p,,,,,,,,,
NECTIN1,0.022222222222222254,0.139,0.755,0.329,2,hsa-miR-3184-5p,hsa-miR-4706,,,,,,,,,
NFYA,0.022222222222222254,0.133,0.755,0.32,2,hsa-miR-4419b,hsa-miR-3940-5p,,,,,,,,,
NUBPL,0.022222222222222254,0.128,0.755,0.312,2,hsa-miR-6088,hsa-miR-6131,,,,,,,,,
CRKL,0.022222222222222254,0.664,0.811,1.12,2,hsa-miR-4419b,hsa-miR-125a-3p,,,,,,,,,
OXA1L,0.022222222222222254,0.133,0.755,0.32,2,hsa-miR-1343-3p,hsa-miR-1307-3p,,,,,,,,,
DNAJC24,0.022222222222222254,0.128,0.755,0.312,2,hsa-miR-4648,hsa-miR-1233-5p,,,,,,,,,
MTMR10,0.022222222222222254,0.534,0.794,0.883,2,hsa-miR-4419b,hsa-miR-1307-3p,,,,,,,,,
CYTIP,0.022222222222222254,0.128,0.755,0.312,2,hsa-miR-125a-3p,hsa-miR-6131,,,,,,,,,
CXorf56,0.022222222222222254,0.145,0.755,0.338,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
SSR1,0.022222222222222254,0.425,0.773,0.719,2,hsa-miR-6869-5p,hsa-miR-1343-3p,,,,,,,,,
SLC29A2,0.022222222222222254,0.116,0.746,0.294,2,hsa-miR-6857-5p,hsa-miR-4481,,,,,,,,,
TPP1,0.022222222222222254,0.116,0.746,0.294,2,hsa-miR-6857-5p,hsa-miR-92b-5p,,,,,,,,,
VSIR,0.022222222222222254,0.116,0.746,0.294,2,hsa-miR-92a-2-5p,hsa-miR-7110-5p,,,,,,,,,
YWHAG,0.022222222222222254,0.116,0.746,0.294,2,hsa-miR-125a-3p,hsa-miR-4687-5p,,,,,,,,,
ZBTB47,0.022222222222222254,0.116,0.746,0.294,2,hsa-miR-92a-2-5p,hsa-miR-7110-5p,,,,,,,,,
ADAT1,0.022222222222222254,0.122,0.755,0.303,2,hsa-miR-125a-3p,hsa-miR-6746-5p,,,,,,,,,
SSU72,0.022222222222222254,0.418,0.773,0.71,2,hsa-miR-4783-3p,hsa-miR-92a-2-5p,,,,,,,,,
AMBRA1,0.022222222222222254,0.128,0.755,0.312,2,hsa-miR-1343-3p,hsa-miR-4419b,,,,,,,,,
AKR7A2,0.022222222222222254,0.659,0.811,1.11,2,hsa-miR-6869-5p,hsa-miR-6088,,,,,,,,,
ARC,0.022222222222222254,0.133,0.755,0.32,2,hsa-miR-6746-5p,hsa-miR-92a-2-5p,,,,,,,,,
ARRB1,0.022222222222222254,0.139,0.755,0.329,2,hsa-miR-92a-2-5p,hsa-miR-125a-3p,,,,,,,,,
ASCL2,0.022222222222222254,0.133,0.755,0.32,2,hsa-miR-3180,hsa-miR-3184-5p,,,,,,,,,
ASPH,0.022222222222222254,0.122,0.755,0.303,2,hsa-miR-8069,hsa-miR-3184-5p,,,,,,,,,
ATG14,0.022222222222222254,0.145,0.755,0.338,2,hsa-miR-4783-3p,hsa-miR-1307-3p,,,,,,,,,
BAZ2B,0.022222222222222254,0.145,0.755,0.338,2,hsa-miR-4276,hsa-miR-6746-5p,,,,,,,,,
BORCS5,0.022222222222222254,0.139,0.755,0.329,2,hsa-miR-1307-3p,hsa-miR-125a-3p,,,,,,,,,
MRPL12,0.022222222222222254,0.534,0.794,0.883,2,hsa-miR-4419b,hsa-miR-92a-2-5p,,,,,,,,,
C19orf53,0.022222222222222254,0.122,0.755,0.303,2,hsa-miR-7110-5p,hsa-miR-6805-5p,,,,,,,,,
CAMTA2,0.022222222222222254,0.139,0.755,0.329,2,hsa-miR-1233-5p,hsa-miR-4648,,,,,,,,,
HMGA2,0.022222222222222254,0.651,0.811,1.09,2,hsa-miR-6857-5p,hsa-miR-6869-5p,,,,,,,,,
CCDC69,0.022222222222222254,0.122,0.755,0.303,2,hsa-miR-575,hsa-miR-1343-3p,,,,,,,,,
CD1D,0.022222222222222254,0.145,0.755,0.338,2,hsa-miR-4732-5p,hsa-miR-4419b,,,,,,,,,
CD276,0.022222222222222254,0.145,0.755,0.338,2,hsa-miR-7110-5p,hsa-miR-92a-2-5p,,,,,,,,,
CD300LG,0.022222222222222254,0.145,0.755,0.338,2,hsa-miR-575,hsa-miR-4419b,,,,,,,,,
MRPL36,0.022222222222222254,0.0834,0.688,0.242,2,hsa-miR-1307-3p,hsa-miR-4532,,,,,,,,,
JUND,0.022222222222222254,0.0783,0.688,0.234,2,hsa-miR-663a,hsa-miR-6787-5p,,,,,,,,,
FXYD1,0.022222222222222254,0.0834,0.688,0.242,2,hsa-miR-3180,hsa-miR-6805-5p,,,,,,,,,
SLC35D2,0.022222222222222254,0.0376,0.546,0.156,2,hsa-miR-6746-5p,hsa-miR-4419b,,,,,,,,,
SNRPA1,0.022222222222222254,0.0302,0.515,0.139,2,hsa-miR-1238-5p,hsa-miR-4481,,,,,,,,,
ENG,0.022222222222222254,0.0338,0.538,0.147,2,hsa-miR-1228-5p,hsa-miR-3180,,,,,,,,,
KIAA0513,0.022222222222222254,0.57,0.794,0.944,2,hsa-miR-4419b,hsa-miR-6869-5p,,,,,,,,,
SLC9A3,0.022222222222222254,0.0338,0.538,0.147,2,hsa-miR-1228-5p,hsa-miR-4706,,,,,,,,,
STRN4,0.022222222222222254,0.0338,0.538,0.147,2,hsa-miR-3184-5p,hsa-miR-6784-5p,,,,,,,,,
TULP3,0.022222222222222254,0.0338,0.538,0.147,2,hsa-miR-6088,hsa-miR-92a-2-5p,,,,,,,,,
