Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,FBXO32,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,KRT78,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,PBX2P1,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,BCL3,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,GFM1,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,INIP,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,ZNF12,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,TRUB1,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,GEN1,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,RTN4,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,ASPH,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,XBP1P1,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,TIMP1,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,RRN3,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,ZNF549,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,C9orf170,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,NLRP12,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,DNAJA2,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,PDZD11,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,PPIC,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,CEBPD,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
prerank,LRRC1,0.9285714285714286,1.1702127659574466,0.2545454545454545,0.997007819534402,0.99,1/1,10.34%,hsa-miR-4647
