iter	Logloss
0	0.6865754706
1	0.6786787964
2	0.6697577636
3	0.6619604788
4	0.6531126106
5	0.6457997611
6	0.6390055909
7	0.6334442945
8	0.626781647
9	0.6192360284
10	0.6125643546
11	0.6072525193
12	0.6004301013
13	0.59330376
14	0.5884294082
15	0.5825413646
16	0.576075258
17	0.5696779864
18	0.5633954489
19	0.5575740043
20	0.5521863702
21	0.5465165596
22	0.540541916
23	0.53499162
24	0.5293846801
25	0.5236524951
26	0.5175636574
27	0.5116677801
28	0.5067792252
29	0.5006339088
30	0.4954260447
31	0.4899324455
32	0.4843945685
33	0.4794631561
34	0.4743053838
35	0.4692431646
36	0.464624151
37	0.4602258977
38	0.456098433
39	0.4520295338
40	0.4474049217
41	0.4427203311
42	0.4387590795
43	0.4344254724
44	0.4311478636
45	0.42692104
46	0.4227758402
47	0.4186233399
48	0.4145026393
49	0.410374186
50	0.4065390985
51	0.4023403767
52	0.398411416
53	0.3944613033
54	0.3908255505
55	0.3868132751
56	0.3832218363
57	0.379299329
58	0.3758916285
59	0.3731815301
60	0.3694999948
61	0.3661277276
62	0.3626823393
63	0.3591948228
64	0.3556868023
65	0.3524636681
66	0.3493268678
67	0.3462534975
68	0.3430175368
69	0.339827588
70	0.3368687284
71	0.3334994488
72	0.3306730858
73	0.327717382
74	0.3250089232
75	0.3221301413
76	0.3194402927
77	0.3169334858
78	0.3147806583
79	0.312304638
80	0.3099991065
81	0.3075622591
82	0.3046877754
83	0.3023451671
84	0.299827034
85	0.2972408594
86	0.294686088
87	0.2924023706
88	0.2901119444
89	0.2883297235
90	0.2860698049
91	0.2838600227
92	0.2816003141
93	0.2793561385
94	0.2769466869
95	0.2748278951
96	0.2725853807
97	0.2705747747
98	0.2684658868
99	0.2661295042
100	0.2641414562
101	0.2621854102
102	0.2601559915
103	0.2583185055
104	0.2561807048
105	0.254003428
106	0.2522419606
107	0.2502546095
108	0.2484718177
109	0.2469448039
110	0.245164765
111	0.2434610731
112	0.241472055
113	0.2396220311
114	0.2378710615
115	0.2361067576
116	0.2344743689
117	0.2325637884
118	0.2309783551
119	0.2293038312
120	0.2275865341
121	0.2260099419
122	0.2246010692
123	0.2229413627
124	0.2214150864
125	0.2199441593
126	0.2186324381
127	0.2170381215
128	0.2154049801
129	0.2137167956
130	0.2121907934
131	0.2105815335
132	0.2087679911
133	0.2072528428
134	0.2058570992
135	0.2044203264
136	0.2030337715
137	0.2017024131
138	0.2003894201
139	0.1989939571
140	0.1977870626
141	0.1964863155
142	0.1952939136
143	0.1941357137
144	0.1928639396
145	0.19161061
146	0.1903729941
147	0.1891451927
148	0.1877722596
149	0.1865769415
150	0.1855519825
151	0.1843602431
152	0.182982942
153	0.1818221108
154	0.1805481419
155	0.1794044451
156	0.1784168811
157	0.1773117035
158	0.1759897854
159	0.1748170947
160	0.1738032338
161	0.1727690745
162	0.171614695
163	0.1704880525
164	0.1694767334
165	0.1683921391
166	0.1674922915
167	0.1665446325
168	0.1655374863
169	0.1646194612
170	0.1637418406
171	0.1627499249
172	0.1617554771
173	0.1607448961
174	0.1598686457
175	0.1589840193
176	0.1579770054
177	0.1570544973
178	0.1561064133
179	0.1551711144
180	0.1542965466
181	0.1534635007
182	0.1527012737
183	0.1517562523
184	0.1508973668
185	0.1500101692
186	0.149278954
187	0.1483991235
188	0.147644562
189	0.1467487672
190	0.1458944886
191	0.1451920782
192	0.1443802402
193	0.1436425423
194	0.1429021121
195	0.1421298017
196	0.1413624025
197	0.1405497841
198	0.1397263314
199	0.1390064489
200	0.1381896079
201	0.1374850109
202	0.1367632886
203	0.1359558368
204	0.1352688315
205	0.134542358
206	0.1338905799
207	0.1332124042
208	0.1325594008
209	0.1318607714
210	0.131260804
211	0.1305652289
212	0.1297538282
213	0.1290590038
214	0.1283943343
215	0.1277253395
216	0.1271125668
217	0.1263611458
218	0.1257291726
219	0.1251439282
220	0.1246073392
221	0.124005308
222	0.1232881442
223	0.1227006892
224	0.1221706402
225	0.1215287603
226	0.1209549261
227	0.1203689059
228	0.1198515294
229	0.1193000651
230	0.1186528091
231	0.1181558617
232	0.11769064
233	0.1170552033
234	0.1164770039
235	0.1159183087
236	0.1153711954
237	0.1148378137
238	0.1143027422
239	0.1137380204
240	0.1132264628
241	0.1126594813
242	0.1121420487
243	0.1117715774
244	0.1111770978
245	0.1106602208
246	0.1101487868
247	0.1096244109
248	0.1091742914
249	0.1085473386
250	0.1080706241
251	0.1075447449
252	0.1070757376
253	0.1065969785
254	0.1061150152
255	0.1055814877
256	0.1051069922
257	0.1046299116
258	0.1041674609
259	0.1037644783
260	0.1033138081
261	0.1028260108
262	0.1023726171
263	0.1019830841
264	0.1015475177
265	0.1010490162
266	0.100590825
267	0.1001252168
268	0.0997271698
269	0.09932816211
270	0.09887804041
271	0.09849248803
272	0.09811728137
273	0.09773253258
274	0.0973402545
275	0.09693642248
276	0.09651592847
277	0.09613601405
278	0.09575928457
279	0.09537288151
280	0.09497466237
281	0.0945995816
282	0.09421605465
283	0.09388885065
284	0.09354041796
285	0.09315967769
286	0.09275383871
287	0.0923746912
288	0.09198714017
289	0.09161903302
290	0.09128453586
291	0.09091811111
292	0.09052417854
293	0.09012873285
294	0.08978488944
295	0.0894332753
296	0.08906016188
297	0.08865652497
298	0.08831689487
299	0.08794409203
300	0.08760484409
301	0.08727612048
302	0.08694343168
303	0.08662450725
304	0.08627337842
305	0.08592566997
306	0.08558909318
307	0.08525659383
308	0.08487978226
309	0.08450433959
310	0.08413910163
311	0.08380565177
312	0.08348905249
313	0.08314186282
314	0.0828111722
315	0.08252320066
316	0.08222380315
317	0.0818734934
318	0.08155509983
319	0.08124775092
320	0.08093662263
321	0.0806375174
322	0.08033785637
323	0.08005110958
324	0.07972217545
325	0.07944414794
326	0.07916060552
327	0.07884631807
328	0.07854476792
329	0.07823073577
330	0.07794953828
331	0.07759340127
332	0.07731631138
333	0.07706317488
334	0.07669895429
335	0.07643986689
336	0.07614845763
337	0.07587893156
338	0.07560806824
339	0.07535915073
340	0.07509392453
341	0.07480345302
342	0.07455906093
343	0.07426413021
344	0.0740011426
345	0.07375084502
346	0.073463127
347	0.07320042973
348	0.07295620701
349	0.07274754518
350	0.07246796073
351	0.07222172176
352	0.07198355011
353	0.07168486266
354	0.0714299619
355	0.07116422168
356	0.07086742258
357	0.07058525035
358	0.0703151298
359	0.07007386702
360	0.06983854232
361	0.06961121841
362	0.06938826029
363	0.06913384351
364	0.06890970907
365	0.06858776863
366	0.06836209504
367	0.06802418878
