"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5"
"AQP3","0.253","0.462","0.289","1","hsa-miR-548h-5p","","","",""
"ARHGAP31","0.258","0.462","0.294","1","hsa-miR-4749-5p","","","",""
"ARHGAP39","0.266","0.462","0.306","1","hsa-miR-4749-5p","","","",""
"BBS10","0.236","0.462","0.265","1","hsa-miR-548h-5p","","","",""
"C11orf58","0.236","0.462","0.265","1","hsa-miR-6769b-5p","","","",""
"C16orf72","0.271","0.462","0.312","1","hsa-miR-6769b-5p","","","",""
"CEP57L1","0.275","0.462","0.317","1","hsa-miR-3178","","","",""
"CEP89","0.258","0.462","0.294","1","hsa-miR-3155b","","","",""
"CHEK1","0.262","0.462","0.300","1","hsa-miR-139-3p","","","",""
"CKAP2L","0.240","0.462","0.271","1","hsa-miR-6857-3p","","","",""
"CLDN16","0.240","0.462","0.271","1","hsa-miR-548h-5p","","","",""
"CLEC2D","0.249","0.462","0.283","1","hsa-miR-4647","","","",""
"CNDP1","0.249","0.462","0.283","1","hsa-miR-139-3p","","","",""
"COPS7B","0.240","0.462","0.271","1","hsa-miR-4462","","","",""
"CS","0.231","0.462","0.260","1","hsa-miR-4647","","","",""
"CTCFL","0.231","0.462","0.260","1","hsa-miR-548h-5p","","","",""
"CTXN1","0.271","0.462","0.312","1","hsa-miR-4472","","","",""
"DCAF7","0.266","0.462","0.502","2","hsa-miR-6769b-5p","hsa-miR-3155b","","",""
"DDB1","0.245","0.462","0.277","1","hsa-miR-548h-5p","","","",""
"DDX19A","0.258","0.462","0.294","1","hsa-miR-139-3p","","","",""
"DLGAP3","0.262","0.462","0.300","1","hsa-miR-4472","","","",""
"DNA2","0.240","0.462","0.271","1","hsa-miR-3178","","","",""
"DOT1L","0.236","0.462","0.265","1","hsa-miR-4472","","","",""
"EHD3","0.253","0.462","0.289","1","hsa-miR-139-3p","","","",""
"EIF4EBP1","0.262","0.462","0.300","1","hsa-miR-937-5p","","","",""
"EP300","0.271","0.462","0.312","1","hsa-miR-4472","","","",""
"ERO1A","0.253","0.462","0.289","1","hsa-miR-4462","","","",""
"FAM168A","0.249","0.462","0.283","1","hsa-miR-937-5p","","","",""
"FAM212B","0.275","0.462","0.317","1","hsa-miR-4749-5p","","","",""
"FAM83H","0.245","0.462","0.277","1","hsa-miR-139-3p","","","",""
"FBXL13","0.249","0.462","0.283","1","hsa-miR-4647","","","",""
"FKBP15","0.231","0.462","0.260","1","hsa-miR-6857-3p","","","",""
"FKTN","0.266","0.462","0.306","1","hsa-miR-6869-3p","","","",""
"FRRS1","0.240","0.462","0.271","1","hsa-miR-6895-3p","","","",""
"GEMIN4","0.275","0.462","0.317","1","hsa-miR-937-5p","","","",""
"GEN1","0.275","0.462","0.317","1","hsa-miR-4647","","","",""
"GJD2","0.249","0.462","0.283","1","hsa-miR-6895-3p","","","",""
"GNAI2","0.249","0.462","0.283","1","hsa-miR-4749-5p","","","",""
"GP5","0.271","0.462","0.312","1","hsa-miR-7846-3p","","","",""
"GPR173","0.245","0.462","0.277","1","hsa-miR-6769b-5p","","","",""
"GPR27","0.245","0.462","0.277","1","hsa-miR-548h-5p","","","",""
"GRID1","0.271","0.462","0.312","1","hsa-miR-6895-3p","","","",""
"GRINA","0.236","0.462","0.265","1","hsa-miR-4472","","","",""
"H2AFX","0.262","0.462","0.300","1","hsa-miR-4749-5p","","","",""
"HLA-C","0.266","0.462","0.306","1","hsa-miR-4472","","","",""
"HMGN2","0.241","0.462","0.470","2","hsa-miR-548h-5p","hsa-miR-6895-3p","","",""
"HPRT1","0.253","0.462","0.289","1","hsa-miR-548h-5p","","","",""
"IGFBP4","0.275","0.462","0.317","1","hsa-miR-4472","","","",""
"IKZF5","0.249","0.462","0.283","1","hsa-miR-548h-5p","","","",""
"INHBA","0.258","0.462","0.294","1","hsa-miR-548h-5p","","","",""
"INIP","0.258","0.462","0.294","1","hsa-miR-4647","","","",""
"IRAK3","0.236","0.462","0.265","1","hsa-miR-3178","","","",""
"KCNH2","0.249","0.462","0.283","1","hsa-miR-4647","","","",""
"KIAA0754","0.266","0.462","0.306","1","hsa-miR-3178","","","",""
"KMT2B","0.245","0.462","0.277","1","hsa-miR-4647","","","",""
"LDLR","0.250","0.462","0.482","2","hsa-miR-3155b","hsa-miR-6895-3p","","",""
"LEAP2","0.236","0.462","0.265","1","hsa-miR-6895-3p","","","",""
"LETM1","0.275","0.462","0.317","1","hsa-miR-7846-3p","","","",""
"M6PR","0.266","0.462","0.306","1","hsa-miR-4647","","","",""
"MAF","0.231","0.462","0.260","1","hsa-miR-4472","","","",""
"MAP2K1","0.262","0.462","0.300","1","hsa-miR-548h-5p","","","",""
"MAP2K3","0.253","0.462","0.289","1","hsa-miR-6769b-5p","","","",""
"MAP4","0.253","0.462","0.289","1","hsa-miR-4472","","","",""
"METTL7A","0.271","0.462","0.312","1","hsa-miR-6895-3p","","","",""
"MID1IP1","0.271","0.462","0.312","1","hsa-miR-4472","","","",""
"MRPL44","0.271","0.462","0.312","1","hsa-miR-4749-5p","","","",""
"MRPS14","0.271","0.462","0.312","1","hsa-miR-6895-3p","","","",""
"MYH11","0.236","0.462","0.265","1","hsa-miR-4472","","","",""
"NAB2","0.253","0.462","0.289","1","hsa-miR-4472","","","",""
"NEK7","0.275","0.462","0.317","1","hsa-miR-548h-5p","","","",""
"NFKBID","0.240","0.462","0.271","1","hsa-miR-6895-3p","","","",""
"NLGN4X","0.271","0.462","0.312","1","hsa-miR-139-3p","","","",""
"NMNAT1","0.266","0.462","0.306","1","hsa-miR-7846-3p","","","",""
"OCRL","0.275","0.462","0.317","1","hsa-miR-4462","","","",""
"OTUB1","0.231","0.462","0.260","1","hsa-miR-4749-5p","","","",""
"PLEKHA6","0.258","0.462","0.294","1","hsa-miR-6895-3p","","","",""
"PNMA8B","0.266","0.462","0.306","1","hsa-miR-6769b-5p","","","",""
"PPARA","0.266","0.462","0.306","1","hsa-miR-4647","","","",""
"PRRC1","0.236","0.462","0.265","1","hsa-miR-548h-5p","","","",""
"PTGES3L","0.249","0.462","0.283","1","hsa-miR-6769b-5p","","","",""
"PTPN1","0.231","0.462","0.260","1","hsa-miR-548h-5p","","","",""
"RAB14","0.249","0.462","0.283","1","hsa-miR-4647","","","",""
"RAI1","0.249","0.462","0.283","1","hsa-miR-4462","","","",""
"RCAN1","0.240","0.462","0.271","1","hsa-miR-6895-3p","","","",""
"RDX","0.245","0.462","0.277","1","hsa-miR-6895-3p","","","",""
"RETREG2","0.271","0.462","0.312","1","hsa-miR-6769b-5p","","","",""
"RGPD4","0.231","0.462","0.260","1","hsa-miR-548h-5p","","","",""
"RGS5","0.249","0.462","0.283","1","hsa-miR-4749-5p","","","",""
"RNF216","0.258","0.462","0.294","1","hsa-miR-3155b","","","",""
"RPS16","0.266","0.462","0.306","1","hsa-miR-937-5p","","","",""
"SCIMP","0.253","0.462","0.289","1","hsa-miR-3155b","","","",""
"SCN2B","0.236","0.462","0.265","1","hsa-miR-6895-3p","","","",""
"SCOC","0.258","0.462","0.294","1","hsa-miR-4647","","","",""
"SCRG1","0.262","0.462","0.300","1","hsa-miR-937-5p","","","",""
"SDK2","0.240","0.462","0.271","1","hsa-miR-4472","","","",""
"SF3B3","0.241","0.462","0.470","2","hsa-miR-6769b-5p","hsa-miR-4472","","",""
"SINHCAF","0.275","0.462","0.317","1","hsa-miR-139-3p","","","",""
"SLC33A1","0.275","0.462","0.317","1","hsa-miR-6857-3p","","","",""
"SLC47A1","0.262","0.462","0.300","1","hsa-miR-4749-5p","","","",""
"SLC4A2","0.253","0.462","0.289","1","hsa-miR-4472","","","",""
"SLC5A5","0.258","0.462","0.294","1","hsa-miR-6895-3p","","","",""
"SMIM15","0.266","0.462","0.306","1","hsa-miR-548h-5p","","","",""
"SP110","0.275","0.462","0.317","1","hsa-miR-6769b-5p","","","",""
"SPATA6","0.249","0.462","0.283","1","hsa-miR-4472","","","",""
"SPRY1","0.231","0.462","0.260","1","hsa-miR-4647","","","",""
"SRP19","0.236","0.462","0.265","1","hsa-miR-6895-3p","","","",""
"SRP9","0.245","0.462","0.277","1","hsa-miR-4439","","","",""
"SRSF10","0.240","0.462","0.271","1","hsa-miR-3155b","","","",""
"STON2","0.271","0.462","0.312","1","hsa-miR-6857-3p","","","",""
"TAB1","0.253","0.462","0.289","1","hsa-miR-6895-3p","","","",""
"TACR3","0.245","0.462","0.277","1","hsa-miR-6895-3p","","","",""
"TARDBP","0.253","0.462","0.289","1","hsa-miR-7846-3p","","","",""
"THRAP3","0.236","0.462","0.265","1","hsa-miR-548h-5p","","","",""
"TMEM241","0.275","0.462","0.317","1","hsa-miR-548h-5p","","","",""
"TMEM50A","0.275","0.462","0.317","1","hsa-miR-4472","","","",""
"UBE2D1","0.258","0.462","0.294","1","hsa-miR-548h-5p","","","",""
"UBE2D2","0.275","0.462","0.317","1","hsa-miR-548h-5p","","","",""
"UBE2G1","0.240","0.462","0.271","1","hsa-miR-139-3p","","","",""
"UBL5","0.231","0.462","0.260","1","hsa-miR-4472","","","",""
"UBXN7","0.275","0.462","0.317","1","hsa-miR-6895-3p","","","",""
"UFM1","0.258","0.462","0.294","1","hsa-miR-6895-3p","","","",""
"USP53","0.262","0.462","0.300","1","hsa-miR-548h-5p","","","",""
"XRCC3","0.236","0.462","0.265","1","hsa-miR-6769b-5p","","","",""
"YY1","0.237","0.462","0.465","2","hsa-miR-3155b","hsa-miR-139-3p","","",""
"ZFP36","0.266","0.462","0.306","1","hsa-miR-4472","","","",""
"ZMIZ2","0.275","0.462","0.317","1","hsa-miR-139-3p","","","",""
"ZNF28","0.266","0.462","0.306","1","hsa-miR-6769b-5p","","","",""
"ZNF611","0.249","0.462","0.283","1","hsa-miR-6857-3p","","","",""
"CYP2W1","0.279","0.464","0.323","1","hsa-miR-4472","","","",""
"LIN7C","0.279","0.464","0.323","1","hsa-miR-3155b","","","",""
"NME6","0.279","0.464","0.323","1","hsa-miR-3155b","","","",""
"PIN1","0.279","0.464","0.323","1","hsa-miR-4472","","","",""
"SLC10A3","0.279","0.464","0.323","1","hsa-miR-4472","","","",""
"STK40","0.279","0.464","0.323","1","hsa-miR-3155b","","","",""
"U2AF2","0.279","0.464","0.323","1","hsa-miR-3178","","","",""
"VDAC2","0.279","0.464","0.323","1","hsa-miR-548h-5p","","","",""
"YAP1","0.279","0.464","0.323","1","hsa-miR-548h-5p","","","",""
"ANKEF1","0.284","0.466","0.329","1","hsa-miR-548h-5p","","","",""
"C1D","0.288","0.466","0.335","1","hsa-miR-4749-5p","","","",""
"CACNA1A","0.292","0.466","0.341","1","hsa-miR-4749-5p","","","",""
"CALM2","0.292","0.466","0.341","1","hsa-miR-4439","","","",""
"CRNKL1","0.292","0.466","0.341","1","hsa-miR-548h-5p","","","",""
"DCAF16","0.292","0.466","0.341","1","hsa-miR-6895-3p","","","",""
"EFNA5","0.292","0.466","0.341","1","hsa-miR-548h-5p","","","",""
"FBXO45","0.292","0.466","0.341","1","hsa-miR-6769b-5p","","","",""
"FOS","0.288","0.466","0.335","1","hsa-miR-937-5p","","","",""
"GNG12","0.284","0.466","0.329","1","hsa-miR-4647","","","",""
"HCFC1","0.284","0.466","0.329","1","hsa-miR-4749-5p","","","",""
"HEATR5A","0.284","0.466","0.329","1","hsa-miR-3155b","","","",""
"IPMK","0.284","0.466","0.329","1","hsa-miR-548h-5p","","","",""
"MAP2K4","0.288","0.466","0.335","1","hsa-miR-548h-5p","","","",""
"MC2R","0.292","0.466","0.341","1","hsa-miR-6895-3p","","","",""
"MIEF1","0.292","0.466","0.341","1","hsa-miR-139-3p","","","",""
"NPY4R","0.292","0.466","0.341","1","hsa-miR-6857-3p","","","",""
"NUDT3","0.292","0.466","0.537","2","hsa-miR-3155b","hsa-miR-6769b-5p","","",""
"OGT","0.288","0.466","0.335","1","hsa-miR-937-5p","","","",""
"PAK4","0.288","0.466","0.335","1","hsa-miR-4749-5p","","","",""
"PDK3","0.288","0.466","0.335","1","hsa-miR-6895-3p","","","",""
"PEAK1","0.288","0.466","0.335","1","hsa-miR-6895-3p","","","",""
"PLEKHG3","0.292","0.466","0.341","1","hsa-miR-6769b-5p","","","",""
"PMEPA1","0.292","0.466","0.341","1","hsa-miR-3155b","","","",""
"RNF152","0.292","0.466","0.341","1","hsa-miR-6857-3p","","","",""
"RSBN1","0.284","0.466","0.329","1","hsa-miR-548h-5p","","","",""
"SCUBE3","0.288","0.466","0.335","1","hsa-miR-6857-3p","","","",""
"SIX3","0.284","0.466","0.329","1","hsa-miR-4472","","","",""
"SLC35E2B","0.292","0.466","0.341","1","hsa-miR-937-5p","","","",""
"SUZ12","0.284","0.466","0.329","1","hsa-miR-4647","","","",""
"YIPF4","0.285","0.466","0.528","2","hsa-miR-6769b-5p","hsa-miR-3178","","",""
"ZBTB38","0.292","0.466","0.341","1","hsa-miR-548h-5p","","","",""
"B4GALT7","0.296","0.468","0.346","1","hsa-miR-6895-3p","","","",""
"CDKL2","0.296","0.468","0.346","1","hsa-miR-548h-5p","","","",""
"CRAMP1","0.296","0.468","0.346","1","hsa-miR-937-5p","","","",""
"FZR1","0.296","0.468","0.346","1","hsa-miR-6769b-5p","","","",""
"KLHL26","0.296","0.468","0.346","1","hsa-miR-3155b","","","",""
"MICAL2","0.296","0.468","0.346","1","hsa-miR-6857-3p","","","",""
"PVR","0.296","0.468","0.346","1","hsa-miR-139-3p","","","",""
"RBM8A","0.296","0.468","0.346","1","hsa-miR-139-3p","","","",""
"SLC43A3","0.296","0.468","0.346","1","hsa-miR-548h-5p","","","",""
"ERVMER34-1","0.300","0.468","0.352","1","hsa-miR-3155b","","","",""
"GDF5OS","0.300","0.468","0.352","1","hsa-miR-139-3p","","","",""
"MFSD9","0.300","0.468","0.352","1","hsa-miR-548h-5p","","","",""
"PARVB","0.300","0.468","0.352","1","hsa-miR-3155b","","","",""
"PDGFRA","0.300","0.468","0.352","1","hsa-miR-139-3p","","","",""
"PLAGL2","0.299","0.468","0.545","2","hsa-miR-548h-5p","hsa-miR-3155b","","",""
"POLD3","0.300","0.468","0.352","1","hsa-miR-4472","","","",""
"RAB8B","0.300","0.468","0.352","1","hsa-miR-548h-5p","","","",""
"SSR3","0.300","0.468","0.352","1","hsa-miR-3178","","","",""
"TIRAP","0.300","0.468","0.352","1","hsa-miR-3155b","","","",""
"VGLL4","0.300","0.468","0.352","1","hsa-miR-4749-5p","","","",""
"ANKRD36","0.305","0.470","0.358","1","hsa-miR-3155b","","","",""
"EFNA1","0.305","0.470","0.358","1","hsa-miR-6769b-5p","","","",""
"EHD2","0.305","0.470","0.358","1","hsa-miR-7846-3p","","","",""
"FGF19","0.305","0.470","0.358","1","hsa-miR-6769b-5p","","","",""
"FICD","0.305","0.470","0.358","1","hsa-miR-4647","","","",""
"KPNA1","0.305","0.470","0.358","1","hsa-miR-548h-5p","","","",""
"MAST3","0.305","0.470","0.358","1","hsa-miR-3178","","","",""
"METTL21A","0.305","0.470","0.358","1","hsa-miR-6769b-5p","","","",""
"CAD","0.313","0.471","0.369","1","hsa-miR-4647","","","",""
"CCL16","0.309","0.471","0.364","1","hsa-miR-6895-3p","","","",""
"CD3D","0.313","0.471","0.369","1","hsa-miR-6895-3p","","","",""
"CLASP1","0.313","0.471","0.369","1","hsa-miR-6769b-5p","","","",""
"DIAPH1","0.313","0.471","0.369","1","hsa-miR-6769b-5p","","","",""
"GPR26","0.313","0.471","0.369","1","hsa-miR-3155b","","","",""
"INMT","0.309","0.471","0.364","1","hsa-miR-6769b-5p","","","",""
"LYRM2","0.313","0.471","0.369","1","hsa-miR-548h-5p","","","",""
"MDK","0.309","0.471","0.364","1","hsa-miR-6769b-5p","","","",""
"MKNK2","0.312","0.471","0.563","2","hsa-miR-4749-5p","hsa-miR-6857-3p","","",""
"NAV2","0.313","0.471","0.369","1","hsa-miR-6895-3p","","","",""
"NCOR2","0.313","0.471","0.369","1","hsa-miR-3178","","","",""
"PLEC","0.313","0.471","0.369","1","hsa-miR-4472","","","",""
"PTDSS2","0.313","0.471","0.369","1","hsa-miR-3178","","","",""
"SPC25","0.309","0.471","0.364","1","hsa-miR-548h-5p","","","",""
"TMEM30B","0.313","0.471","0.369","1","hsa-miR-548h-5p","","","",""
"VPS8","0.313","0.471","0.369","1","hsa-miR-6769b-5p","","","",""
"WDR45B","0.309","0.471","0.364","1","hsa-miR-139-3p","","","",""
"XPNPEP3","0.313","0.471","0.369","1","hsa-miR-6895-3p","","","",""
"ZBTB4","0.309","0.471","0.364","1","hsa-miR-3155b","","","",""
"ZNF280B","0.309","0.471","0.364","1","hsa-miR-6895-3p","","","",""
"CEP120","0.317","0.473","0.375","1","hsa-miR-548h-5p","","","",""
"ITGB8","0.317","0.473","0.375","1","hsa-miR-548h-5p","","","",""
"KRT80","0.317","0.473","0.375","1","hsa-miR-139-3p","","","",""
"LIX1L","0.317","0.473","0.375","1","hsa-miR-6895-3p","","","",""
"PLD3","0.317","0.473","0.375","1","hsa-miR-4472","","","",""
"RPL24","0.317","0.473","0.375","1","hsa-miR-3178","","","",""
"TBRG1","0.317","0.473","0.375","1","hsa-miR-3155b","","","",""
"THAP6","0.317","0.473","0.375","1","hsa-miR-3155b","","","",""
"BVES","0.321","0.475","0.381","1","hsa-miR-3178","","","",""
"C3orf36","0.321","0.475","0.381","1","hsa-miR-4749-5p","","","",""
"CCDC117","0.321","0.475","0.381","1","hsa-miR-139-3p","","","",""
"COX10","0.321","0.475","0.381","1","hsa-miR-4472","","","",""
"ENTPD5","0.321","0.475","0.381","1","hsa-miR-6769b-5p","","","",""
"KNSTRN","0.321","0.475","0.381","1","hsa-miR-937-5p","","","",""
"MPP2","0.321","0.475","0.381","1","hsa-miR-6769b-5p","","","",""
"SLC10A7","0.321","0.475","0.381","1","hsa-miR-4749-5p","","","",""
"ATG2A","0.325","0.477","0.387","1","hsa-miR-139-3p","","","",""
"CRTAP","0.325","0.477","0.387","1","hsa-miR-3155b","","","",""
"CSTF2","0.325","0.477","0.387","1","hsa-miR-4472","","","",""
"FN3K","0.325","0.477","0.387","1","hsa-miR-139-3p","","","",""
"PEA15","0.325","0.477","0.387","1","hsa-miR-6769b-5p","","","",""
"TFRC","0.325","0.477","0.387","1","hsa-miR-6895-3p","","","",""
"B3GALNT2","0.329","0.478","0.392","1","hsa-miR-4472","","","",""
"CLIP1","0.329","0.478","0.392","1","hsa-miR-548h-5p","","","",""
"KIAA1586","0.329","0.478","0.392","1","hsa-miR-548h-5p","","","",""
"KIF2C","0.329","0.478","0.392","1","hsa-miR-548h-5p","","","",""
"MCC","0.329","0.478","0.392","1","hsa-miR-548h-5p","","","",""
"NPM3","0.329","0.478","0.392","1","hsa-miR-548h-5p","","","",""
"SLC5A3","0.329","0.478","0.392","1","hsa-miR-548h-5p","","","",""
"TMEM91","0.329","0.478","0.392","1","hsa-miR-4647","","","",""
"TOR1B","0.329","0.478","0.392","1","hsa-miR-7846-3p","","","",""
"UBE2Q1","0.329","0.478","0.392","1","hsa-miR-6769b-5p","","","",""
"ABCF3","0.333","0.479","0.398","1","hsa-miR-6895-3p","","","",""
"CARD8","0.333","0.479","0.398","1","hsa-miR-6895-3p","","","",""
"CLU","0.333","0.479","0.398","1","hsa-miR-4749-5p","","","",""
"ERC1","0.333","0.479","0.398","1","hsa-miR-4462","","","",""
"FAM53C","0.333","0.479","0.398","1","hsa-miR-548h-5p","","","",""
"FOLR1","0.333","0.479","0.398","1","hsa-miR-4472","","","",""
"LRRC55","0.333","0.479","0.398","1","hsa-miR-548h-5p","","","",""
"SLC25A36","0.333","0.479","0.398","1","hsa-miR-4647","","","",""
"TTC9C","0.333","0.479","0.398","1","hsa-miR-4647","","","",""
"ANGPTL3","0.337","0.482","0.404","1","hsa-miR-548h-5p","","","",""
"CSE1L","0.337","0.482","0.404","1","hsa-miR-548h-5p","","","",""
"LIPA","0.337","0.482","0.404","1","hsa-miR-548h-5p","","","",""
"LLGL1","0.337","0.482","0.404","1","hsa-miR-6769b-5p","","","",""
"NUP62","0.337","0.482","0.404","1","hsa-miR-6769b-5p","","","",""
"SLC43A2","0.337","0.482","0.404","1","hsa-miR-139-3p","","","",""
"ANKS4B","0.352","0.482","0.427","1","hsa-miR-6895-3p","","","",""
"ARL4C","0.341","0.482","0.410","1","hsa-miR-4472","","","",""
"BBC3","0.349","0.482","0.421","1","hsa-miR-6769b-5p","","","",""
"BMI1","0.341","0.482","0.410","1","hsa-miR-548h-5p","","","",""
"CDKAL1","0.352","0.482","0.427","1","hsa-miR-937-5p","","","",""
"ESYT1","0.352","0.482","0.427","1","hsa-miR-548h-5p","","","",""
"FAM102B","0.352","0.482","0.427","1","hsa-miR-139-3p","","","",""
"FAM118A","0.352","0.482","0.427","1","hsa-miR-6895-3p","","","",""
"FAM3C","0.349","0.482","0.421","1","hsa-miR-548h-5p","","","",""
"H3F3C","0.341","0.482","0.410","1","hsa-miR-4647","","","",""
"HSBP1","0.345","0.482","0.416","1","hsa-miR-937-5p","","","",""
"IPO9","0.349","0.482","0.421","1","hsa-miR-6895-3p","","","",""
"KIAA1328","0.349","0.482","0.421","1","hsa-miR-6769b-5p","","","",""
"LEPROT","0.345","0.482","0.416","1","hsa-miR-548h-5p","","","",""
"MGAT5","0.352","0.482","0.427","1","hsa-miR-3155b","","","",""
"MYO10","0.352","0.482","0.427","1","hsa-miR-139-3p","","","",""
"NECAB3","0.345","0.482","0.416","1","hsa-miR-937-5p","","","",""
"OSBPL10","0.352","0.482","0.427","1","hsa-miR-6769b-5p","","","",""
"PAGR1","0.345","0.482","0.416","1","hsa-miR-3155b","","","",""
"PCMTD1","0.345","0.482","0.416","1","hsa-miR-548h-5p","","","",""
"PFN1","0.349","0.482","0.421","1","hsa-miR-4472","","","",""
"PSD4","0.349","0.482","0.421","1","hsa-miR-6895-3p","","","",""
"RPS15A","0.349","0.482","0.421","1","hsa-miR-6895-3p","","","",""
"RPS6KA4","0.352","0.482","0.427","1","hsa-miR-4472","","","",""
"SBK1","0.349","0.482","0.421","1","hsa-miR-4749-5p","","","",""
"SEPHS1","0.349","0.482","0.421","1","hsa-miR-937-5p","","","",""
"SFN","0.352","0.482","0.427","1","hsa-miR-4472","","","",""
"SKI","0.345","0.482","0.606","2","hsa-miR-4462","hsa-miR-4439","","",""
"SLC38A2","0.352","0.482","0.427","1","hsa-miR-6857-3p","","","",""
"SRCIN1","0.352","0.482","0.427","1","hsa-miR-4749-5p","","","",""
"TIAF1","0.345","0.482","0.416","1","hsa-miR-548h-5p","","","",""
"TOR4A","0.345","0.482","0.416","1","hsa-miR-4749-5p","","","",""
"TRAF6","0.341","0.482","0.410","1","hsa-miR-6769b-5p","","","",""
"TRIOBP","0.345","0.482","0.416","1","hsa-miR-6769b-5p","","","",""
"WDR13","0.352","0.482","0.427","1","hsa-miR-139-3p","","","",""
"ZBTB43","0.345","0.482","0.416","1","hsa-miR-548h-5p","","","",""
"ZDHHC21","0.349","0.482","0.421","1","hsa-miR-548h-5p","","","",""
"ZFP30","0.345","0.482","0.416","1","hsa-miR-6895-3p","","","",""
"ZNF699","0.345","0.482","0.416","1","hsa-miR-4462","","","",""
"ZNF711","0.341","0.482","0.410","1","hsa-miR-548h-5p","","","",""
"ZNF724","0.341","0.482","0.410","1","hsa-miR-548h-5p","","","",""
"CENPN","0.356","0.483","0.433","1","hsa-miR-937-5p","","","",""
"CSTF1","0.356","0.483","0.433","1","hsa-miR-3178","","","",""
"EFCAB11","0.356","0.483","0.433","1","hsa-miR-937-5p","","","",""
"LAMC1","0.356","0.483","0.433","1","hsa-miR-4472","","","",""
"LSAMP","0.356","0.483","0.433","1","hsa-miR-6895-3p","","","",""
"PPFIBP1","0.356","0.483","0.433","1","hsa-miR-6895-3p","","","",""
"TJAP1","0.356","0.483","0.433","1","hsa-miR-4472","","","",""
"YME1L1","0.356","0.483","0.433","1","hsa-miR-3178","","","",""
"ZC3H7B","0.356","0.483","0.433","1","hsa-miR-4472","","","",""
"ZNF516","0.356","0.483","0.433","1","hsa-miR-4749-5p","","","",""
"AGAP1","0.360","0.484","0.439","1","hsa-miR-6869-3p","","","",""
"BAMBI","0.360","0.484","0.439","1","hsa-miR-6895-3p","","","",""
"FOXRED2","0.360","0.484","0.439","1","hsa-miR-6769b-5p","","","",""
"PMPCA","0.360","0.484","0.439","1","hsa-miR-6769b-5p","","","",""
"TFAP4","0.360","0.484","0.439","1","hsa-miR-4472","","","",""
"ZNF268","0.360","0.484","0.439","1","hsa-miR-4439","","","",""
"ZNF329","0.360","0.484","0.439","1","hsa-miR-6895-3p","","","",""
"ZNF551","0.360","0.484","0.439","1","hsa-miR-3155b","","","",""
"C6orf132","0.364","0.484","0.444","1","hsa-miR-937-5p","","","",""
"CHEK2","0.364","0.484","0.444","1","hsa-miR-548h-5p","","","",""
"EFNB1","0.364","0.484","0.444","1","hsa-miR-4472","","","",""
"MIDN","0.362","0.484","0.629","2","hsa-miR-4472","hsa-miR-6769b-5p","","",""
"PALM2","0.364","0.484","0.444","1","hsa-miR-6895-3p","","","",""
"SLC6A4","0.364","0.484","0.444","1","hsa-miR-937-5p","","","",""
"SMAD2","0.364","0.484","0.444","1","hsa-miR-937-5p","","","",""
"TACO1","0.364","0.484","0.444","1","hsa-miR-4647","","","",""
"VLDLR","0.364","0.484","0.444","1","hsa-miR-548h-5p","","","",""
"ZNF12","0.364","0.484","0.444","1","hsa-miR-4647","","","",""
"AQP6","0.368","0.485","0.450","1","hsa-miR-3178","","","",""
"ARID5B","0.368","0.485","0.450","1","hsa-miR-4647","","","",""
"B3GALT5","0.368","0.485","0.450","1","hsa-miR-6895-3p","","","",""
"DRAXIN","0.368","0.485","0.450","1","hsa-miR-6869-3p","","","",""
"FMNL3","0.368","0.485","0.450","1","hsa-miR-6895-3p","","","",""
"NHS","0.368","0.485","0.450","1","hsa-miR-548h-5p","","","",""
"SYT7","0.368","0.485","0.450","1","hsa-miR-139-3p","","","",""
"ZBTB7B","0.368","0.485","0.450","1","hsa-miR-937-5p","","","",""
"KLF7","0.371","0.488","0.456","1","hsa-miR-548h-5p","","","",""
"POLR1B","0.371","0.488","0.456","1","hsa-miR-548h-5p","","","",""
"SPATA5","0.371","0.488","0.456","1","hsa-miR-6769b-5p","","","",""
"UBE2Z","0.371","0.488","0.456","1","hsa-miR-4472","","","",""
"USP22","0.371","0.488","0.456","1","hsa-miR-139-3p","","","",""
"CBX3","0.375","0.490","0.462","1","hsa-miR-548h-5p","","","",""
"CCDC71L","0.375","0.490","0.462","1","hsa-miR-139-3p","","","",""
"CHST6","0.379","0.490","0.467","1","hsa-miR-4647","","","",""
"HMBOX1","0.379","0.490","0.467","1","hsa-miR-548h-5p","","","",""
"KDM5A","0.375","0.490","0.462","1","hsa-miR-548h-5p","","","",""
"MCM8","0.375","0.490","0.462","1","hsa-miR-4439","","","",""
"POLR2E","0.375","0.490","0.462","1","hsa-miR-6769b-5p","","","",""
"PPTC7","0.379","0.490","0.467","1","hsa-miR-4749-5p","","","",""
"RGP1","0.379","0.490","0.467","1","hsa-miR-4472","","","",""
"SLC35F5","0.379","0.490","0.467","1","hsa-miR-3155b","","","",""
"THBS2","0.379","0.490","0.467","1","hsa-miR-6895-3p","","","",""
"TRIB1","0.379","0.490","0.467","1","hsa-miR-4647","","","",""
"TUBD1","0.379","0.490","0.467","1","hsa-miR-139-3p","","","",""
"ZBTB8A","0.375","0.490","0.462","1","hsa-miR-6895-3p","","","",""
"ZNF284","0.379","0.490","0.467","1","hsa-miR-4647","","","",""
"ZNF557","0.379","0.490","0.467","1","hsa-miR-3155b","","","",""
