Gene Symbol,gene_score
CELF1,0.125
MED28,0.125
OTUD7B,0.1071428571428571
PIGO,0.1071428571428571
NUDT3,0.1071428571428571
KDELR1,0.1071428571428571
SKI,0.1071428571428571
RAD51,0.1071428571428571
SETD1B,0.0892857142857143
FOXK1,0.0892857142857143
HNRNPA1,0.0892857142857143
KMT2D,0.0892857142857143
OCIAD2,0.0892857142857143
PEX26,0.0892857142857143
BMPR1A,0.0892857142857143
WIPF2,0.0892857142857143
TIMM8A,0.0892857142857143
ZNF460,0.0892857142857143
KLHL36,0.0892857142857143
SAMD8,0.0714285714285714
FOSL2,0.0714285714285714
HMGN2,0.0714285714285714
HMGA1,0.0714285714285714
GIGYF1,0.0714285714285714
GATA6,0.0714285714285714
ZNF264,0.0714285714285714
DCAF7,0.0714285714285714
FEM1A,0.0714285714285714
IKZF3,0.0714285714285714
CYP20A1,0.0714285714285714
COX6B1,0.0714285714285714
CALR,0.0714285714285714
C12orf49,0.0714285714285714
YOD1,0.0714285714285714
KIF3A,0.0714285714285714
IPP,0.0714285714285714
RNF40,0.0714285714285714
KLHL11,0.0714285714285714
LRIG2,0.0714285714285714
LRRC3C,0.0714285714285714
MAFK,0.0714285714285714
TOR4A,0.0714285714285714
MIDN,0.0714285714285714
BCL2L1,0.0714285714285714
TMEM154,0.0714285714285714
ORC6,0.0714285714285714
PARD6B,0.0714285714285714
PARP15,0.0714285714285714
PKD1,0.0714285714285714
SFT2D2,0.0714285714285714
MMAB,0.0714285714285714
PAICS,0.0714285714285714
MAPKAPK2,0.0714285714285714
SCOC,0.0714285714285714
ZNF445,0.0714285714285714
PAK4,0.0714285714285714
SRARP,0.0714285714285714
MAPK8,0.0714285714285714
TNPO2,0.0535714285714286
WDR12,0.0535714285714286
ZNF195,0.0535714285714286
ZMAT3,0.0535714285714286
ZFP69B,0.0535714285714286
HNRNPUL1,0.0535714285714286
ZBTB3,0.0535714285714286
YTHDF1,0.0535714285714286
AKAP11,0.0535714285714286
IMP4,0.0535714285714286
INAFM1,0.0535714285714286
TMOD3,0.0535714285714286
MAP3K2,0.0535714285714286
ITGA2,0.0535714285714286
KCNK5,0.0535714285714286
ACVR2B,0.0535714285714286
KCNMB1,0.0535714285714286
KIAA1456,0.0535714285714286
GTF2H5,0.0535714285714286
KIF5B,0.0535714285714286
KLF2,0.0535714285714286
UTP6,0.0535714285714286
KNSTRN,0.0535714285714286
LAX1,0.0535714285714286
LLGL1,0.0535714285714286
TRAPPC2,0.0535714285714286
TRAF7,0.0535714285714286
TRAF3IP1,0.0535714285714286
VHL,0.0535714285714286
HSPE1-MOB4,0.0535714285714286
GSR,0.0535714285714286
ZNRF3,0.0535714285714286
CNBP,0.0535714285714286
ETNK1,0.0535714285714286
EXTL3,0.0535714285714286
FAM151B,0.0535714285714286
FAM153B,0.0535714285714286
SLC4A4,0.0535714285714286
FAM229B,0.0535714285714286
FAM241A,0.0535714285714286
FBXL18,0.0535714285714286
TUBB2A,0.0535714285714286
FBXO47,0.0535714285714286
FGF19,0.0535714285714286
FHL2,0.0535714285714286
