"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4"
"MTRF1L","0.303","0.416","0.356","1","hsa-miR-3184-5p","","",""
"NOL10","0.299","0.416","0.350","1","hsa-miR-1307-3p","","",""
"PEA15","0.307","0.416","0.361","1","hsa-miR-3184-5p","","",""
"PLD3","0.299","0.416","0.350","1","hsa-miR-6722-3p","","",""
"PLPP3","0.307","0.416","0.361","1","hsa-miR-4511","","",""
"PROSER2","0.303","0.416","0.356","1","hsa-miR-1307-3p","","",""
"QSOX2","0.299","0.416","0.350","1","hsa-miR-6722-3p","","",""
"RPL24","0.299","0.416","0.350","1","hsa-miR-3178","","",""
"SFT2D2","0.306","0.416","0.555","2","hsa-miR-6722-3p","hsa-miR-6715b-5p","",""
"SLC10A7","0.303","0.416","0.356","1","hsa-miR-4749-5p","","",""
"SNAP47","0.303","0.416","0.356","1","hsa-miR-1229-3p","","",""
"STK35","0.307","0.416","0.361","1","hsa-miR-6722-3p","","",""
"TRMT5","0.299","0.416","0.350","1","hsa-miR-6715b-5p","","",""
"YWHAB","0.307","0.416","0.361","1","hsa-miR-6715b-5p","","",""
"ZNF134","0.303","0.416","0.356","1","hsa-miR-3130-3p","","",""
"ZNF275","0.307","0.416","0.361","1","hsa-miR-4511","","",""
"ZNF324B","0.303","0.416","0.356","1","hsa-miR-1229-3p","","",""
"GATA6","0.308","0.418","0.558","2","hsa-miR-1229-3p","hsa-miR-1307-3p","",""
"ABCF3","0.315","0.418","0.372","1","hsa-miR-1229-3p","","",""
"ADH5","0.315","0.418","0.372","1","hsa-miR-6715b-5p","","",""
"AP2M1","0.315","0.418","0.372","1","hsa-miR-1229-3p","","",""
"BAK1","0.315","0.418","0.372","1","hsa-miR-3184-5p","","",""
"CALCOCO2","0.311","0.418","0.366","1","hsa-miR-1229-3p","","",""
"CELF1","0.310","0.418","0.560","2","hsa-miR-1229-3p","hsa-miR-6722-3p","",""
"CLU","0.315","0.418","0.372","1","hsa-miR-4749-5p","","",""
"DDR2","0.311","0.418","0.366","1","hsa-miR-6857-3p","","",""
"HACD2","0.315","0.418","0.372","1","hsa-miR-6722-3p","","",""
"KIAA1191","0.315","0.418","0.372","1","hsa-miR-3975","","",""
"MARK2","0.311","0.418","0.366","1","hsa-miR-6722-3p","","",""
"MTDH","0.315","0.418","0.372","1","hsa-miR-139-3p","","",""
"NNT","0.311","0.418","0.366","1","hsa-miR-6715b-5p","","",""
"PDGFB","0.315","0.418","0.372","1","hsa-miR-6722-3p","","",""
"PIGP","0.315","0.418","0.372","1","hsa-miR-6857-3p","","",""
"SKI","0.314","0.418","0.566","2","hsa-miR-4462","hsa-miR-6722-3p","",""
"SLC16A9","0.315","0.418","0.372","1","hsa-miR-4511","","",""
"SLC39A9","0.311","0.418","0.366","1","hsa-miR-3975","","",""
"TECPR2","0.315","0.418","0.372","1","hsa-miR-6722-3p","","",""
"ZNF383","0.315","0.418","0.372","1","hsa-miR-1229-3p","","",""
"ZNF440","0.315","0.418","0.372","1","hsa-miR-6857-3p","","",""
"ADO","0.318","0.421","0.377","1","hsa-miR-6722-3p","","",""
"F2RL3","0.318","0.421","0.377","1","hsa-miR-3130-3p","","",""
"LLGL1","0.318","0.421","0.377","1","hsa-miR-6722-3p","","",""
"PLEKHM3","0.318","0.421","0.377","1","hsa-miR-1307-3p","","",""
"SENP2","0.318","0.421","0.377","1","hsa-miR-4749-5p","","",""
"GABRB1","0.322","0.425","0.382","1","hsa-miR-6715b-5p","","",""
"KIAA0408","0.322","0.425","0.382","1","hsa-miR-3975","","",""
"SCAMP2","0.322","0.425","0.382","1","hsa-miR-3184-5p","","",""
"HAS2","0.326","0.426","0.388","1","hsa-miR-4511","","",""
"NRIP3","0.326","0.426","0.388","1","hsa-miR-1229-3p","","",""
"OR7D2","0.326","0.426","0.388","1","hsa-miR-6715b-5p","","",""
"RFT1","0.326","0.426","0.388","1","hsa-miR-3975","","",""
"TOR4A","0.326","0.426","0.388","1","hsa-miR-4749-5p","","",""
"UBE2B","0.326","0.426","0.388","1","hsa-miR-6715b-5p","","",""
"ZBTB43","0.326","0.426","0.388","1","hsa-miR-1307-3p","","",""
"ZNF695","0.326","0.426","0.388","1","hsa-miR-1307-3p","","",""
"ZNF699","0.326","0.426","0.388","1","hsa-miR-4462","","",""
"ACAP2","0.333","0.429","0.399","1","hsa-miR-3975","","",""
"CNNM3","0.330","0.429","0.393","1","hsa-miR-1229-3p","","",""
"FAM102B","0.333","0.429","0.399","1","hsa-miR-139-3p","","",""
"FAM229B","0.330","0.429","0.393","1","hsa-miR-1229-3p","","",""
"HSP90AB1","0.333","0.429","0.399","1","hsa-miR-6722-3p","","",""
"HYPK","0.330","0.429","0.393","1","hsa-miR-1229-3p","","",""
"MELK","0.333","0.429","0.399","1","hsa-miR-1307-3p","","",""
"MYO10","0.333","0.429","0.399","1","hsa-miR-139-3p","","",""
"PRPF4","0.333","0.429","0.399","1","hsa-miR-1307-3p","","",""
"RPS6KA4","0.333","0.429","0.399","1","hsa-miR-3184-5p","","",""
"S100A16","0.333","0.429","0.399","1","hsa-miR-6715b-5p","","",""
"SFN","0.333","0.429","0.399","1","hsa-miR-1307-3p","","",""
"SLC30A7","0.333","0.429","0.399","1","hsa-miR-4511","","",""
"SLC38A2","0.333","0.429","0.399","1","hsa-miR-6857-3p","","",""
"SRCIN1","0.333","0.429","0.399","1","hsa-miR-4749-5p","","",""
"TRPS1","0.330","0.429","0.393","1","hsa-miR-6715b-5p","","",""
"WDR13","0.333","0.429","0.399","1","hsa-miR-139-3p","","",""
"YARS","0.330","0.429","0.393","1","hsa-miR-6857-3p","","",""
"CSTF1","0.337","0.431","0.404","1","hsa-miR-3178","","",""
"ISPD","0.337","0.431","0.404","1","hsa-miR-4511","","",""
"PGAM5","0.337","0.431","0.404","1","hsa-miR-6722-3p","","",""
"RSBN1L","0.337","0.431","0.404","1","hsa-miR-1307-3p","","",""
"YME1L1","0.337","0.431","0.404","1","hsa-miR-3178","","",""
"ZC3H7B","0.337","0.431","0.404","1","hsa-miR-6722-3p","","",""
"ZNF516","0.337","0.431","0.404","1","hsa-miR-4749-5p","","",""
"PHACTR4","0.341","0.433","0.409","1","hsa-miR-3184-5p","","",""
"RPH3AL","0.341","0.433","0.409","1","hsa-miR-3975","","",""
"TPRG1L","0.341","0.433","0.409","1","hsa-miR-4511","","",""
"ZNF106","0.341","0.433","0.409","1","hsa-miR-6857-3p","","",""
"ZNF268","0.341","0.433","0.409","1","hsa-miR-1229-3p","","",""
"C6orf132","0.344","0.435","0.415","1","hsa-miR-1307-3p","","",""
"FLCN","0.344","0.435","0.415","1","hsa-miR-6715b-5p","","",""
"MRI1","0.344","0.435","0.415","1","hsa-miR-1307-3p","","",""
"NSD1","0.344","0.435","0.415","1","hsa-miR-3184-5p","","",""
"SLC6A4","0.344","0.435","0.415","1","hsa-miR-3130-3p","","",""
"TACO1","0.344","0.435","0.415","1","hsa-miR-1229-3p","","",""
"ZFP91","0.344","0.435","0.415","1","hsa-miR-6722-3p","","",""
"ZNF621","0.344","0.435","0.415","1","hsa-miR-6857-3p","","",""
"ZNF85","0.344","0.435","0.415","1","hsa-miR-1307-3p","","",""
"AQP6","0.348","0.436","0.420","1","hsa-miR-3178","","",""
"ARID5B","0.348","0.436","0.420","1","hsa-miR-3184-5p","","",""
"BIRC5","0.348","0.436","0.420","1","hsa-miR-1229-3p","","",""
"EIF4EBP2","0.348","0.436","0.420","1","hsa-miR-6857-3p","","",""
"GRK2","0.348","0.436","0.420","1","hsa-miR-6715b-5p","","",""
"IRAK4","0.348","0.436","0.420","1","hsa-miR-6722-3p","","",""
"PGAM1","0.348","0.436","0.420","1","hsa-miR-3184-5p","","",""
"ULBP3","0.348","0.436","0.420","1","hsa-miR-3178","","",""
"CAVIN1","0.352","0.438","0.426","1","hsa-miR-1229-3p","","",""
"CCDC71L","0.355","0.438","0.431","1","hsa-miR-139-3p","","",""
"DLC1","0.355","0.438","0.431","1","hsa-miR-6722-3p","","",""
"EEF2","0.355","0.438","0.431","1","hsa-miR-1229-3p","","",""
"ELP2","0.355","0.438","0.431","1","hsa-miR-3178","","",""
"FEM1A","0.353","0.438","0.617","2","hsa-miR-6857-3p","hsa-miR-3178","",""
"HSP90B1","0.355","0.438","0.431","1","hsa-miR-6722-3p","","",""
"KDM5A","0.355","0.438","0.431","1","hsa-miR-1307-3p","","",""
"NDRG1","0.355","0.438","0.431","1","hsa-miR-6722-3p","","",""
"POLR1B","0.352","0.438","0.426","1","hsa-miR-6715b-5p","","",""
"POLR2E","0.355","0.438","0.431","1","hsa-miR-6722-3p","","",""
"PPIA","0.355","0.438","0.431","1","hsa-miR-1307-3p","","",""
"RNF149","0.355","0.438","0.431","1","hsa-miR-6715b-5p","","",""
"SMOC1","0.355","0.438","0.431","1","hsa-miR-6857-3p","","",""
"SP2","0.355","0.438","0.431","1","hsa-miR-6722-3p","","",""
"TSPAN14","0.355","0.438","0.431","1","hsa-miR-1307-3p","","",""
"UNC5B","0.352","0.438","0.426","1","hsa-miR-6715b-5p","","",""
"USP22","0.352","0.438","0.426","1","hsa-miR-139-3p","","",""
"ZBTB8A","0.355","0.438","0.431","1","hsa-miR-3975","","",""
"DUSP18","0.359","0.439","0.436","1","hsa-miR-6715b-5p","","",""
"OLR1","0.359","0.439","0.436","1","hsa-miR-3184-5p","","",""
"PPTC7","0.359","0.439","0.436","1","hsa-miR-4749-5p","","",""
"THBS2","0.359","0.439","0.436","1","hsa-miR-1307-3p","","",""
"TSPAN6","0.359","0.439","0.436","1","hsa-miR-1307-3p","","",""
"ZNF284","0.359","0.439","0.436","1","hsa-miR-1307-3p","","",""
"ZNF682","0.359","0.439","0.436","1","hsa-miR-1307-3p","","",""
"POLL","0.362","0.443","0.442","1","hsa-miR-3184-5p","","",""
"ZIC5","0.362","0.443","0.442","1","hsa-miR-6715b-5p","","",""
"CAND1","0.366","0.445","0.447","1","hsa-miR-3975","","",""
"HOXA10","0.366","0.445","0.447","1","hsa-miR-4783-3p","","",""
"POLR2D","0.366","0.445","0.447","1","hsa-miR-1229-3p","","",""
"PXMP4","0.366","0.445","0.447","1","hsa-miR-1307-3p","","",""
"RIF1","0.366","0.445","0.447","1","hsa-miR-6715b-5p","","",""
"SMAD5","0.366","0.445","0.447","1","hsa-miR-4511","","",""
"TSR1","0.366","0.445","0.447","1","hsa-miR-3975","","",""
"PTGIS","0.369","0.448","0.452","1","hsa-miR-3178","","",""
"RTL8C","0.369","0.448","0.452","1","hsa-miR-6722-3p","","",""
"XRCC6","0.369","0.448","0.452","1","hsa-miR-6715b-5p","","",""
"GIPC1","0.373","0.451","0.458","1","hsa-miR-4749-5p","","",""
"POFUT1","0.373","0.451","0.458","1","hsa-miR-3975","","",""
"RFC2","0.373","0.451","0.458","1","hsa-miR-3975","","",""
"ACACA","0.376","0.452","0.463","1","hsa-miR-6857-3p","","",""
"ATXN7L3","0.376","0.452","0.463","1","hsa-miR-6722-3p","","",""
"GFPT1","0.376","0.452","0.463","1","hsa-miR-1229-3p","","",""
"POLQ","0.376","0.452","0.463","1","hsa-miR-1307-3p","","",""
"SUSD1","0.376","0.452","0.463","1","hsa-miR-139-3p","","",""
"YES1","0.376","0.452","0.463","1","hsa-miR-3178","","",""
"ZFP69B","0.376","0.452","0.463","1","hsa-miR-1229-3p","","",""
"AMER1","0.380","0.453","0.469","1","hsa-miR-3130-3p","","",""
"GLP2R","0.380","0.453","0.469","1","hsa-miR-6715b-5p","","",""
"INTU","0.380","0.453","0.469","1","hsa-miR-6715b-5p","","",""
"PCNP","0.380","0.453","0.469","1","hsa-miR-6857-3p","","",""
"SLC25A45","0.380","0.453","0.469","1","hsa-miR-6857-3p","","",""
"SLC28A1","0.380","0.453","0.469","1","hsa-miR-3130-3p","","",""
"TMEM33","0.380","0.453","0.469","1","hsa-miR-3130-3p","","",""
"WDR92","0.380","0.453","0.469","1","hsa-miR-1307-3p","","",""
"ZNF585B","0.380","0.453","0.469","1","hsa-miR-139-3p","","",""
"ZNF623","0.380","0.453","0.469","1","hsa-miR-4511","","",""
"CDH7","0.383","0.454","0.474","1","hsa-miR-3178","","",""
"DIP2A","0.383","0.454","0.474","1","hsa-miR-1307-3p","","",""
"FLVCR1","0.383","0.454","0.474","1","hsa-miR-6715b-5p","","",""
"FNDC3B","0.383","0.454","0.474","1","hsa-miR-4749-5p","","",""
"MAVS","0.383","0.454","0.474","1","hsa-miR-1307-3p","","",""
"PGAM4","0.383","0.454","0.474","1","hsa-miR-3184-5p","","",""
"TERF2","0.383","0.454","0.474","1","hsa-miR-139-3p","","",""
"DENND5B","0.387","0.457","0.479","1","hsa-miR-1307-3p","","",""
"GLG1","0.387","0.457","0.479","1","hsa-miR-6722-3p","","",""
"YAE1D1","0.387","0.457","0.479","1","hsa-miR-139-3p","","",""
"ZNF701","0.387","0.457","0.479","1","hsa-miR-6857-3p","","",""
"KCNJ6","0.390","0.458","0.485","1","hsa-miR-1307-3p","","",""
"KCNMB1","0.390","0.458","0.485","1","hsa-miR-3130-3p","","",""
"NUCB1","0.390","0.458","0.485","1","hsa-miR-6857-3p","","",""
"PTPRF","0.390","0.458","0.485","1","hsa-miR-1229-3p","","",""
"RPL14","0.390","0.458","0.485","1","hsa-miR-3178","","",""
"SIGLEC9","0.390","0.458","0.485","1","hsa-miR-3975","","",""
"ZCCHC3","0.390","0.458","0.485","1","hsa-miR-4749-5p","","",""
"ZNF609","0.390","0.458","0.485","1","hsa-miR-3184-5p","","",""
"ERGIC1","0.394","0.461","0.490","1","hsa-miR-1307-3p","","",""
"ALG14","0.397","0.463","0.496","1","hsa-miR-139-3p","","",""
"MLF2","0.397","0.463","0.496","1","hsa-miR-3184-5p","","",""
"SRF","0.397","0.463","0.496","1","hsa-miR-1229-3p","","",""
"TAF1D","0.397","0.463","0.496","1","hsa-miR-3975","","",""
"TXLNA","0.397","0.463","0.496","1","hsa-miR-6715b-5p","","",""
"BCAS4","0.400","0.464","0.501","1","hsa-miR-6722-3p","","",""
"CHERP","0.400","0.464","0.501","1","hsa-miR-4749-5p","","",""
"GOSR1","0.400","0.464","0.501","1","hsa-miR-3130-3p","","",""
"IGF2BP1","0.400","0.464","0.501","1","hsa-miR-1229-3p","","",""
"RAB15","0.400","0.464","0.501","1","hsa-miR-6722-3p","","",""
"SELENON","0.400","0.464","0.501","1","hsa-miR-6715b-5p","","",""
"TMEM239","0.400","0.464","0.501","1","hsa-miR-3975","","",""
"ZFHX3","0.400","0.464","0.501","1","hsa-miR-4511","","",""
"ATG9A","0.404","0.467","0.506","1","hsa-miR-3184-5p","","",""
"IL6R","0.404","0.467","0.506","1","hsa-miR-1307-3p","","",""
"CTC1","0.407","0.470","0.512","1","hsa-miR-4749-5p","","",""
"PPP6R1","0.407","0.470","0.512","1","hsa-miR-1229-3p","","",""
"RNF40","0.407","0.470","0.512","1","hsa-miR-1229-3p","","",""
"TOR2A","0.407","0.470","0.512","1","hsa-miR-6722-3p","","",""
"DFFA","0.410","0.472","0.517","1","hsa-miR-3975","","",""
"GRB2","0.410","0.472","0.517","1","hsa-miR-4749-5p","","",""
"MAP3K2","0.410","0.472","0.517","1","hsa-miR-4511","","",""
"TIMM29","0.410","0.472","0.517","1","hsa-miR-1307-3p","","",""
"ATP6V0E1","0.414","0.473","0.523","1","hsa-miR-3178","","",""
"CCNT1","0.414","0.473","0.523","1","hsa-miR-3975","","",""
"CLDN12","0.414","0.473","0.523","1","hsa-miR-3975","","",""
"CLIC4","0.414","0.473","0.523","1","hsa-miR-6715b-5p","","",""
"GPR137C","0.414","0.473","0.523","1","hsa-miR-3130-3p","","",""
"NOL9","0.414","0.473","0.523","1","hsa-miR-3178","","",""
"SHMT1","0.414","0.473","0.523","1","hsa-miR-3184-5p","","",""
"ZMYM1","0.414","0.473","0.523","1","hsa-miR-3178","","",""
"CANX","0.417","0.474","0.528","1","hsa-miR-6722-3p","","",""
"GPAT4","0.417","0.474","0.528","1","hsa-miR-3178","","",""
"OTUD4","0.417","0.474","0.528","1","hsa-miR-4749-5p","","",""
"TMEM109","0.417","0.474","0.528","1","hsa-miR-6722-3p","","",""
"ZWINT","0.417","0.474","0.528","1","hsa-miR-4511","","",""
"FBRS","0.420","0.476","0.533","1","hsa-miR-6857-3p","","",""
"LNPK","0.420","0.476","0.533","1","hsa-miR-6722-3p","","",""
"MCL1","0.420","0.476","0.533","1","hsa-miR-6722-3p","","",""
"MINK1","0.420","0.476","0.533","1","hsa-miR-3184-5p","","",""
"ZNF669","0.420","0.476","0.533","1","hsa-miR-1229-3p","","",""
"LASP1","0.423","0.478","0.539","1","hsa-miR-3184-5p","","",""
"MCTS1","0.423","0.478","0.539","1","hsa-miR-1307-3p","","",""
"NR3C1","0.423","0.478","0.539","1","hsa-miR-3130-3p","","",""
"REXO1","0.423","0.478","0.539","1","hsa-miR-6722-3p","","",""
"RNF157","0.423","0.478","0.539","1","hsa-miR-6722-3p","","",""
"RRM2","0.427","0.480","0.544","1","hsa-miR-3184-5p","","",""
"TNFAIP8L1","0.427","0.480","0.544","1","hsa-miR-1307-3p","","",""
"TSPYL1","0.427","0.480","0.544","1","hsa-miR-3184-5p","","",""
"TTLL12","0.427","0.480","0.544","1","hsa-miR-3184-5p","","",""
"NFIC","0.428","0.481","0.716","2","hsa-miR-3975","hsa-miR-6722-3p","",""
"CDK4","0.430","0.481","0.549","1","hsa-miR-1307-3p","","",""
"MTMR10","0.430","0.481","0.549","1","hsa-miR-1307-3p","","",""
"SGPL1","0.430","0.481","0.549","1","hsa-miR-6715b-5p","","",""
"WAC","0.430","0.481","0.549","1","hsa-miR-6722-3p","","",""
"ZNF490","0.430","0.481","0.549","1","hsa-miR-3178","","",""
"GATAD2A","0.433","0.484","0.555","1","hsa-miR-4749-5p","","",""
"MMAB","0.433","0.484","0.555","1","hsa-miR-3130-3p","","",""
"SLC12A7","0.433","0.484","0.555","1","hsa-miR-4511","","",""
"C17orf75","0.436","0.487","0.560","1","hsa-miR-1307-3p","","",""
"SMU1","0.436","0.487","0.560","1","hsa-miR-3975","","",""
"NFE2L1","0.439","0.489","0.566","1","hsa-miR-6722-3p","","",""
"SESN2","0.439","0.489","0.566","1","hsa-miR-6722-3p","","",""
"TMEM170A","0.439","0.489","0.566","1","hsa-miR-139-3p","","",""
"CDC14B","0.443","0.491","0.571","1","hsa-miR-1307-3p","","",""
"MTHFD1","0.443","0.491","0.571","1","hsa-miR-139-3p","","",""
"RAB10","0.443","0.491","0.571","1","hsa-miR-1307-3p","","",""
"ACTB","0.446","0.492","0.576","1","hsa-miR-1307-3p","","",""
"CAPN15","0.446","0.492","0.576","1","hsa-miR-3184-5p","","",""
"CREB1","0.446","0.492","0.576","1","hsa-miR-3184-5p","","",""
"MNT","0.446","0.492","0.576","1","hsa-miR-3184-5p","","",""
"MTX3","0.446","0.492","0.576","1","hsa-miR-6857-3p","","",""
"PDE4C","0.446","0.492","0.576","1","hsa-miR-4749-5p","","",""
"TSKU","0.446","0.492","0.576","1","hsa-miR-4511","","",""
"MYO1F","0.449","0.494","0.582","1","hsa-miR-1307-3p","","",""
"NAV1","0.449","0.494","0.582","1","hsa-miR-3184-5p","","",""
"SLC10A6","0.449","0.494","0.582","1","hsa-miR-1307-3p","","",""
"KIAA0513","0.452","0.496","0.587","1","hsa-miR-4511","","",""
"NKAP","0.452","0.496","0.587","1","hsa-miR-1307-3p","","",""
"RRP36","0.452","0.496","0.587","1","hsa-miR-6715b-5p","","",""
"SLC24A4","0.452","0.496","0.587","1","hsa-miR-3975","","",""
"UBXN2B","0.452","0.496","0.587","1","hsa-miR-3975","","",""
"AVL9","0.455","0.498","0.593","1","hsa-miR-4511","","",""
"WNK1","0.455","0.498","0.593","1","hsa-miR-3975","","",""
"BMPR1A","0.458","0.499","0.598","1","hsa-miR-139-3p","","",""
"FXN","0.458","0.499","0.598","1","hsa-miR-1307-3p","","",""
"KMT2A","0.458","0.499","0.598","1","hsa-miR-3184-5p","","",""
"PRIM1","0.458","0.499","0.598","1","hsa-miR-6715b-5p","","",""
"TMEM127","0.458","0.499","0.598","1","hsa-miR-3184-5p","","",""
"ZNF562","0.458","0.499","0.598","1","hsa-miR-4749-5p","","",""
"FAXC","0.461","0.502","0.603","1","hsa-miR-3130-3p","","",""
"OTUD7B","0.461","0.502","0.603","1","hsa-miR-1229-3p","","",""
"CSNK2A1","0.464","0.504","0.609","1","hsa-miR-3975","","",""
"GINM1","0.464","0.504","0.609","1","hsa-miR-1307-3p","","",""
"LRIG2","0.464","0.504","0.609","1","hsa-miR-1307-3p","","",""
"TMEM120B","0.464","0.504","0.609","1","hsa-miR-6715b-5p","","",""
"DNAJC28","0.467","0.506","0.614","1","hsa-miR-1307-3p","","",""
"SPPL2A","0.467","0.506","0.614","1","hsa-miR-3178","","",""
"ZNF101","0.467","0.506","0.614","1","hsa-miR-1307-3p","","",""
"AKAP11","0.470","0.508","0.619","1","hsa-miR-6722-3p","","",""
"EIF5AL1","0.470","0.508","0.619","1","hsa-miR-3184-5p","","",""
"KLHL15","0.470","0.508","0.776","2","hsa-miR-1229-3p","hsa-miR-6722-3p","",""
"ABHD2","0.473","0.510","0.625","1","hsa-miR-1307-3p","","",""
"ARL6IP1","0.473","0.510","0.625","1","hsa-miR-1229-3p","","",""
"UGGT1","0.473","0.510","0.625","1","hsa-miR-1307-3p","","",""
"ZNF805","0.473","0.510","0.625","1","hsa-miR-3184-5p","","",""
"C16orf58","0.476","0.511","0.630","1","hsa-miR-6715b-5p","","",""
"SPRED1","0.476","0.511","0.630","1","hsa-miR-6722-3p","","",""
"WIPF2","0.476","0.511","0.630","1","hsa-miR-3184-5p","","",""
"ZNF107","0.476","0.511","0.630","1","hsa-miR-3178","","",""
"C3","0.479","0.513","0.636","1","hsa-miR-1307-3p","","",""
"CHAC1","0.479","0.513","0.636","1","hsa-miR-6857-3p","","",""
"PHLDA3","0.479","0.513","0.636","1","hsa-miR-1307-3p","","",""
"GPRC5A","0.488","0.522","0.652","1","hsa-miR-6857-3p","","",""
"HS3ST1","0.488","0.522","0.652","1","hsa-miR-1307-3p","","",""
"CAPZA1","0.491","0.524","0.657","1","hsa-miR-6722-3p","","",""
"KLHL21","0.491","0.524","0.657","1","hsa-miR-139-3p","","",""
"SERBP1","0.491","0.524","0.657","1","hsa-miR-4462","","",""
"PARD6B","0.494","0.526","0.663","1","hsa-miR-6715b-5p","","",""
"YWHAE","0.494","0.526","0.663","1","hsa-miR-3184-5p","","",""
"KDELR1","0.496","0.528","0.668","1","hsa-miR-3130-3p","","",""
"MRNIP","0.496","0.528","0.668","1","hsa-miR-6857-3p","","",""
"FGFR1OP","0.499","0.530","0.673","1","hsa-miR-6715b-5p","","",""
"SSBP2","0.499","0.530","0.673","1","hsa-miR-139-3p","","",""
"TNPO2","0.499","0.530","0.673","1","hsa-miR-6722-3p","","",""
"GLUL","0.502","0.532","0.679","1","hsa-miR-4511","","",""
"HSD17B12","0.502","0.532","0.679","1","hsa-miR-1307-3p","","",""
"OCIAD2","0.502","0.532","0.679","1","hsa-miR-3130-3p","","",""
"FRK","0.505","0.534","0.684","1","hsa-miR-6715b-5p","","",""
"SPATA2","0.505","0.534","0.684","1","hsa-miR-3184-5p","","",""
"TOR1AIP2","0.508","0.537","0.689","1","hsa-miR-3130-3p","","",""
"FBXL18","0.511","0.539","0.695","1","hsa-miR-6722-3p","","",""
"MPLKIP","0.511","0.539","0.695","1","hsa-miR-6715b-5p","","",""
"SETD5","0.513","0.541","0.700","1","hsa-miR-139-3p","","",""
"TP53","0.513","0.541","0.700","1","hsa-miR-6722-3p","","",""
"GJD3","0.516","0.543","0.706","1","hsa-miR-1307-3p","","",""
"ZNF426","0.516","0.543","0.706","1","hsa-miR-3178","","",""
"NAA50","0.519","0.545","0.711","1","hsa-miR-1229-3p","","",""
"RBM28","0.519","0.545","0.711","1","hsa-miR-4462","","",""
"SCAMP4","0.519","0.545","0.711","1","hsa-miR-4749-5p","","",""
"BTF3L4","0.524","0.550","0.722","1","hsa-miR-3130-3p","","",""
"LARP1","0.524","0.550","0.722","1","hsa-miR-3184-5p","","",""
"CCDC80","0.527","0.551","0.727","1","hsa-miR-6715b-5p","","",""
"KIAA1456","0.527","0.551","0.727","1","hsa-miR-3178","","",""
"SRCAP","0.527","0.551","0.727","1","hsa-miR-1229-3p","","",""
"ZBTB8B","0.527","0.551","0.727","1","hsa-miR-3178","","",""
"SPRY4","0.532","0.556","0.738","1","hsa-miR-3184-5p","","",""
"GGCX","0.535","0.557","0.743","1","hsa-miR-3975","","",""
"NFAT5","0.535","0.557","0.743","1","hsa-miR-4749-5p","","",""
"PAFAH1B2","0.535","0.557","0.743","1","hsa-miR-6715b-5p","","",""
"SMG1","0.535","0.557","0.743","1","hsa-miR-1307-3p","","",""
"CNKSR3","0.538","0.559","0.749","1","hsa-miR-1307-3p","","",""
"HNRNPA1","0.540","0.561","0.754","1","hsa-miR-1229-3p","","",""
"KREMEN1","0.540","0.561","0.754","1","hsa-miR-6857-3p","","",""
"FAM126B","0.543","0.563","0.760","1","hsa-miR-6857-3p","","",""
"ZNF431","0.543","0.563","0.760","1","hsa-miR-1307-3p","","",""
"SNRPD1","0.546","0.565","0.765","1","hsa-miR-1307-3p","","",""
"SP1","0.546","0.565","0.765","1","hsa-miR-3184-5p","","",""
"CDKN1A","0.549","0.568","0.891","2","hsa-miR-1229-3p","hsa-miR-6722-3p","",""
"GK5","0.551","0.569","0.776","1","hsa-miR-1307-3p","","",""
"IGFBP5","0.551","0.569","0.776","1","hsa-miR-1229-3p","","",""
"FAM71F2","0.553","0.571","0.781","1","hsa-miR-1307-3p","","",""
"SUGT1","0.553","0.571","0.781","1","hsa-miR-3130-3p","","",""
"SBNO1","0.556","0.573","0.786","1","hsa-miR-6722-3p","","",""
"ZNF652","0.556","0.573","0.786","1","hsa-miR-1307-3p","","",""
"RAD51","0.558","0.575","0.792","1","hsa-miR-6722-3p","","",""
"BZW1","0.563","0.580","0.803","1","hsa-miR-4511","","",""
"SOCS7","0.566","0.581","0.808","1","hsa-miR-6722-3p","","",""
"TRIM72","0.566","0.581","0.808","1","hsa-miR-1307-3p","","",""
"TSC22D2","0.566","0.581","0.808","1","hsa-miR-6857-3p","","",""
"MSANTD4","0.568","0.583","0.813","1","hsa-miR-1307-3p","","",""
"RNF11","0.571","0.585","0.819","1","hsa-miR-1307-3p","","",""
"BCL2L1","0.576","0.589","0.830","1","hsa-miR-6722-3p","","",""
"ZBTB7A","0.576","0.589","0.830","1","hsa-miR-139-3p","","",""
"RBM23","0.578","0.592","0.835","1","hsa-miR-6857-3p","","",""
"PRRG4","0.583","0.596","0.846","1","hsa-miR-6715b-5p","","",""
"CBX6","0.592","0.605","0.867","1","hsa-miR-3184-5p","","",""
"YY1","0.592","0.605","0.867","1","hsa-miR-139-3p","","",""
"ZNF460","0.596","0.608","0.967","2","hsa-miR-3130-3p","hsa-miR-6715b-5p","",""
"HMGN2","0.597","0.608","0.878","1","hsa-miR-6715b-5p","","",""
"SF3B3","0.597","0.608","0.878","1","hsa-miR-3184-5p","","",""
"CASTOR2","0.599","0.610","0.883","1","hsa-miR-6715b-5p","","",""
"KIAA1551","0.599","0.610","0.883","1","hsa-miR-6722-3p","","",""
"CRISPLD2","0.604","0.614","0.894","1","hsa-miR-1307-3p","","",""
"LDLR","0.606","0.615","0.900","1","hsa-miR-1307-3p","","",""
"MLLT1","0.606","0.615","0.900","1","hsa-miR-4749-5p","","",""
"SOX4","0.609","0.617","0.905","1","hsa-miR-139-3p","","",""
"DNAL1","0.611","0.619","0.910","1","hsa-miR-139-3p","","",""
